rating,review
__label__1 ,Køber en vare 26/4 hvor eneste mulighed for betaling er bankoverførsel  hvilket undrer mig da jeg altid har kunnet betale med det samme med visa. Kan læse mig frem til at jeg efterfølgende skal modtage betalingsinformation fra Zalando hvilket jeg aldrig gør. Har tjekket mail dagligt også spam - jeg har intet modtaget. Nu er min ordre annulleret for jeg “ikke har betalt” min ordre. Tager kontakt til Zalando og beder om hjælp da varen stadig er på lager dog til en pris der er mere end 900kr dyrere end da jeg bestilte. Men ingen hjælp at hente da det tilsyneladende er “min” fejl. at jeg ikke har modtaget info. Det er ualmindelig dårlig service.
__label__1 ,Elendig service. Fik 3 par underbukser og havde bestilt en jakke. Service eller mangel på samme jeg får ikke jakken og skal til bøvle med sende deres underbukser tilbage. Pisse sur kvinde i røret så nu kan de rende mig  elendig biks.
__label__5 ,"Tæt på verdens bedste kundeservice. Havde et par New Balance sneakers  som er et år gamle. Den ene sko så lidt anderledes ud i ruskindet  men jeg levede lidt med det. Så mere ""flosset"" ud end den anden sko. Men der begyndte at opstå små huller ved syning  til trods for de ikke har været brugt meget. Sendte et par fotos på email  og et par timer senere var der allerede aftalt penge retur  samt forsendelse tilbage til Zalando af skoene. Virkelig dejlig  hurtig  hjælpsom og perfekt kundeservice. Ja  der var tydelig fejl på skoen  men ofte skal det altid sendes til ""vurdering"" osv.  Det her forløb så nemt  så vil til enhver tid kigge hos Zalando igen  når der skal shoppes tøj og sko."
__label__5 ,Jeg har stort set kun købt tøj  sko og jakker m.m. ved Zalando  og jeg har ALDRIG haft problemer. Tingende kommer efter 3 dage  og fejler intet overhovedet. Jeg kan klart anbefale at handle her.
__label__5 ,super service  god betjening af Simon da jeg ringede og klagede over en vare
__label__1 ,Jeg har altid handlet ved Zalando og har fået en god oplevelse  men de sidste to gange har været skrald  de sender en kjole der er gået i stykker  skulle bruge den til galla  men nu skal jeg finde en ny  det værste er at den er Gude smuk men alt for dårlig stand  det kan de kkke gøre så meget ved  det mindste de kan gære er 50% rabat idc… nu skal den sendes tilbage dårligt sted virkelig skuffede.. ikke handel der
__label__1 ,"Hvad sker der for Zalando. Mine varer var lovet leveret senest igår (bestilt 24.4.)  og de står stadig som ""venter"" uden at jeg får besked om hvorfor.Jeg har prøvet at skrive til den mail adresse man kan finde på nettet  men får retursvar ""Det er desværre ikke muligt  at sende en e-mail til denne e-mail adresse"" og så henviser de til deres FAQ.Vrikelig utilfredsstillende.0 stjerner herfra Jeg finder et andet sted at handle."
__label__5 ,Jeg har efterhånden bestilt hos Proshop.dk en del gange. Hver gang bliver jeg overrasket over hvor hurtigt de formår at behandle ens ordre og få den leveret i samarbejde med PostNord. Det er virkelig et system der virker! Jeg vil klart anbefale Proshop.
__label__5 ,Hurtig levering og reklamation hvis der er behov for det. Service er meget tilgængelig  hvorfor jeg også er en tilbagevendende kunde hos Proshop.
__label__5 ,Hurtig ekspedition fra bestilling til afhentning i pickup
__label__5 ,Det virker bare. Ville dog ønske de havde mulighed for GLS. Virkeligt træt af Postnord
__label__5 ,Ekstrem hurtig levering samt varer til en fornuftig pris
__label__5 ,Det var let at finde de ønskede varer på websitet  og der fandtes god inspiration til 'andre lignende'. Og så fik jeg varerne leveret dagen efter!
__label__5 ,Alt som det skulle være. Mange tak.
__label__2 ,Køber en excentersliber fra Makita  hvor der står den er på lager og afsendes samme dag - men da det søndag d. 1. maj  regner jeg først med at modtage varen om tirsdagen. Onsdag er der stadig ikke kommet noget og får nærlæst ordrebekræftelsen  hvor der står  at den bliver leveret d. 9. maj - men den er købt ud fra de angivne leveringstidspunktet angivet ved bestillingen  som jeg forventer man kan regne med. Man skal ikke skrive  at varen er på lager og leveres indenfor 1-2 hverdage  hvis det ikke passer. Grunden til 2 stjerner er  at det i det mindste var nemt at annullere ordren.
__label__5 ,Bestilte en stak udstyr  fik præcis det jeg bad om til tiden. Leveret som jeg ønskede det.5/5 as usual :)
__label__5 ,Jeg elsker at handle med Proshop. Købte en computer på Proshop og kunne hente den næste dag i en pakkeshop. Har aldrig haft nogle problemer med Proshop.
__label__5 ,Udover alle forventninger  hurtig levering og absolut en fantastisk maskine ..
__label__5 ,Vildt hurtig levering! Bestiller mandag kl 19.30 og næste formiddag får jeg besked om  at jeg kan hente varen. Wow siger jeg bare!
__label__5 ,Bestilt onsdag middag  leveret torsdag formiddag.Har flere gange handlet med Proshop  har været tilfreds hver gang.
__label__3 ,I min seneste oplevelse bliv jeg skuffet over hjemmeleveringen  hvor jeg har selv hentet til lager. Jeg har ellers forventet at  der vil nogen komme og give posten til mig.Alt andet er jeg meget glad for  og det bedste er ordren har kommet hurtigt frem!
__label__5 ,"Absurd hurtig levering. Bestilte ved 16-tiden og havde fået besked om  at jeg kunne samle min pakke op omkring middagstid dagen efter.Checkout-flowet var behageligt at benytte  og der er ingen ekstra ""larm""  der kan ødelægge brugeroplevelsen. Ville have kommenteret på det overordnede design ift. mangler  men ved nærmere eftertanke formidler det Proshops identitet ganske godt: Professionalisme og lige til sagen.Kan kun anbefales!"
__label__5 ,Som altid fornuftig pris  og super hurtig levering...5+
__label__5 ,Jeg har handlet mange gange hos Proshop og oplevelsen har altid været god.For det meste kommer varene dagen efter jeg har bestilt dem. God Service.
__label__5 ,Danmarks bedste onlineshop  altid super hurtig levering.
__label__5 ,Konkurrencedygtig på prisen - levering og service i top (hurtig reaktion ved fejllevering af PostNord)
__label__5 ,Efter længere korrespondance med Proshop blev jeg henvist til Søren som kiggede ordentligt på min sag. Søren gav mig et kald og sammen fandt vi frem til en løsning på mit defekte produkt. Behagelig samtale  Proshop stod ved at der var begået en fejl fra deres side og de udviste professionel service. Tak til Søren for god behandling og forståelse.
__label__3 ,Gode priser og hurtig levering  dog ikke helt hurtigt nok. Jeg bestilte en vare før kl. 18  hvor der da stod på hjemmesiden at jeg ville få den næste dag (Jeg skulle afsted og besøge mine forældre 2 dage efter jeg bestilte  så jeg tænkte det ville være rigelig tid til at få pakken  dog kom den ikke og med god grund da det så ud som om PostNord først modtog den omkring kl 12 på den dag hvor den egentlig skulle være leveret). Nu endte jeg så med at tage afsted og den er stadig ikke kommet. Når man lover noget på hjemmesiden  så skaber det jo forventninger og det er synd at jeg ikke har fået den med. Udover dette ville jeg sige fra mine andre oplevelser at det er en god side.
__label__1 ,"Utroværdigheden fortsætter. I sidste anmeldelse skrev proshop  at det var en fejl at jeg ikke fik noget at vide om forsinkelsen. Det må være en varm historie fra de varme lande. Bestilte og betalte igår for at jeg ville få leveret mine varer den samme dag om aftenen. Varerne ankom IKKE igår  og endnu engang fik jeg IKKE en mail om at forsendelsen var forsinket. Og denne gang betalte jeg endda ekstra for at være sikker på leveringen. Skuffende. Nu kommer der nok en fortælling fra Proshop om at de havde travlt pga kampagne (så lad være med gøre levering samme dag en mulighed)  systemet fejlede igen (ift meddele om forsinkelse)  at der ingen ordrebekræftelse var sendt (så håber jeg ikk2 de fakturerer en for den ekstra fragtudgift men det gør de nok alligevel ""ved en fejl"") og at man generelt som kunde ikke kan bestille kl. 12.00 og så vælge en leveringsmulighed til senere samme dag (endnu en fejl i deres system). De ville aldrig ligge sit fladt ned og indrømme deres fejl (igen) og sørge for at rette op på det og gøre det til en god oplevelse denne gang. Det er ikke en del af deres forretningsmodel. Så hellere skubbe skylden over på systemet eller kundens forventninger.  Nu håber jeg bare at varen kommer i dag  nu hvor jeg trods har valgt at betale ekstra herfor."
__label__5 ,Som altid. Nemt hurtigt og billigt
__label__5 ,Altid god betjening hos jer. ELSKER DET!!
__label__5 ,Super oplevelse - Levering til tiden - Holder hvad der loves!
__label__4 ,Lidt lang leveringstid men ikke noget at udsætte på Proshop. Lampen var meget dårlig og blev kasseret efter få dage.
__label__5 ,Altid hurtig og god service  samt gode produkter. En fornøjelse at handle hos Proshop.
__label__5 ,"- det gik lige ""efter bogen"""
__label__1 ,Det var en dyr joke...Og SKAL sendes til Jylland istedet for at kunne afleveres retur i kbh 
__label__5 ,Virkelig god oplevelse.Jeg havde kikket på Samsung S21 i 2 forskellig farver. Besluttede mig og sendte ordren. 1/2 time senere fortrød jeg farven og ringede ind. Under 2 minutter var ordren ændret med et smil  trods det at det var sidst på dagen og ordren var vist kørt igennem til pakning.Jeg modtog min telefon dagen efter om formiddagen. Kanon service.
__label__5 ,Jeg bestilte over nettet og fik leveret næste dag
__label__5 ,er godt tilfreds hurtig levering men der er en tingder mangler en dansk brugsanvisning for os der ikke kan andre sprog end dansk. var så heldig få et link hvor jeg kunne få en dansk brugsanvisning  men ait i alt godt tilfreds
__label__5 ,"Proshop giver de fleste ""baghjul"" i priser  udvalg og ikke mindst service."
__label__5 ,God kundeservice og tålmodig personale.
__label__5 ,Det er altid en fornøjelse at handle hos Proshop  priserne er fornuftige og de er super hurtige.
__label__5 ,Ej hvor blev jeg glad for jeg i går aftes kunne bestille en pakke Lego og nu side med mina søns gave i hånden!!! 
__label__5 ,Super hurtig levering - og nu køre den gamle pc  som en drøm 
__label__3 ,Vil hellere havde haft en pakkeboks hvor jeg kunne hente varerne I stedet for at tage imod varerne fra en sur ubebjæpelig ansat i København  men var ellers tilfreds med selve købet online og varerne var gode til en rimelig pris. Vil købe igen fra Proshop A/S
__label__5 ,Vildt hurtig levering . Top service hele vejen igennem forløbet fra bestilling til modtagelse 
__label__5 ,Hurtig problemfri levering og godt produkt. Svarede fuldstændig til forventningen og beskrivelsen. Ingen problemer overhovedet
__label__1 ,Har siden 2018 handlet hos Proshop men rimelig tilfredshed  men det er desværre slut nu.Proshop har ok priser men deres reklamationsservice og udsendelse af autosvar er så ringe at jeg ikke længere ønsker at bruge penge her mere  desværre.De hævder godt nok at tilbyde muligheder  men alle muligheder går ud på at lægge problemet i kundens hænder for at reducere egen arbejdsmængde i stedet for at tilbyde det der i gamle dage hed: god kundeservice.6/5-22 svar til Søren hos Proshop: du har afvist mig så rigeligt på telefonen inden min anmeldelse her  så skal vi ikke bare lade den ligge og aftale at I har mistet en ellers trofast kunde - desværre. Fitbit løser uden spørgsmål den reklamation I ikke ville håndtere fleksibelt.
__label__5 ,Super hurtig levering! Alt yderst tilfreds stillende!
__label__5 ,Meget hurtige når jeg bestiller mobil eller MacBook air M1 fik den under 5 dage da jeg bor I Grønland  5 stjerner fra mig
__label__5 ,Gode priser og da pakken var forsinket (ikke Proshops fejl  men Postnord)  vendte de lynhurtigt tilbage på min henvendelse først på mail og derefter telefon. Rigtig god service.
__label__5 ,Altid hurtig leveringRimelig nem hjemmesideGodt udvalgPris venlig
__label__1 ,Jeg skal prøve at gøre et langt forløb så kort som muligt for at undgå at andre ender i sådan en sag som vi er endt i.I november køber jeg en Gardena vandslangeholder hos Proshop som en gave. Vi modtager pakken. På emballagen er der Postnordtape  hvor der står ”Emballagen gik desværre i stykker undervejs  men vi har strakt lukket den igen”Vi tjekker produktet som ved normal besigtigelse ser helt fint ud. Derefter sætter vi pakken pænt i vores garage da det er en sæsonbetonet vare  som vi ikke skal bruge før til foråret.I april tager vi den frem  monterer den og trækker slangen nu. Her opdager vi så problemet  for slangen vi ikke trække ind ingen. Vi undersøger produktet og finder ud af  at der er knækket noget inden i kassetten og desuden er der en lille revne ved et skruehul i selve kassetten. Altså ikke noget vi har set hverken ved besigtigelse eller ved montering  men først da vi undrer os over  at slangen ikke ruller ind. Her vil Proshop nok modargumentere at produkter bærer tydelig præg af at have lidt overlast i transporten. Men det er ikke den oplevelse vi har. Var det tilfældet havde vi naturligvis reageret. Men ja emballagen havde fået et tryk  men produktet så ikke ud til at have lidt overlast før vi direkte leder efter en årsag til at slangen ikke ruller ind. Vi kontakter Proshop samme dag. De afviser først at hjælpe  da det er for sent at melde det ind. Der er gået 5 måneder  men varen er i original emballage og ubrugt. Efter yderligere dialog går de med til at tage produktet retur til deres servicecenter  fordi det er en sæsonbetonet vare  som de godt kan forstå  at vi ikke har taget i brug for nu. Her konkluderer de at varen er skadet under transporten og derfor ikke er dækket som reklamation. Da de konkludere at det er en transportskade  er det for sent at melde det  så de afviser at gøre yderligere. Jeg kan nu vælge at betale for at få mit defekte produkt retur eller de kan smide det væk. Det til trods for  at de ordret skriver  at de er kede af ikke at kunne hjælpe da de godt ved  at vi ikke selv har ødelagt produktet  men har modtaget et defekt produkt. Vi skulle altså have taget vandslangen i brug i vinters  så vi havde opdaget  at den var defekt  meldt det og så havde de sendt os en ny. Sagen er nu meldt til forbrugerklagenævnet som skal afgøre  hvad der skal ske. Ifølge Forbrugerrådet TÆNK  har vi retten på vores side. Retten siger  at vi skal melde en fejl  indenfor rimelig tid fra vi OPDAGER den  hvilket vi gjorde samme dag. Bare virkelig ærgerligt  at vi ikke opdagede den ved modtagelse. Det er heldigvis Proshop  der har pligt til at bevise  at vi har kendt til problemet siden modtagelse. Og det har vi naturligvis ikke  i så fald ville vi naturligvis havde meldt det ind på daværende tidspunkt.Proshop skriver også  at de er kede af ikke at KUNNE hjælpe  men her vil jeg bruge ordet ikke at VILLE hjælpe. Der har blankt afslået at gøre noget som helst for at få sagen løst. Sikken en øv oplevelse der har kostet oceaner af tid på at skrive frem og tilbage og alligevel ikke finde nogen løsning. Til orientering er der tale om et produkt til 1.279 kr. så det er i princippet småpenge for begge parter  men af princip har vi valgt at indsende en klage  fordi vi som forbruger mener vi er 100 uforskyldt og ikke kunne have handlet anderledes i den givne situation.
__label__1 ,Man kan ikke få lov at fortryde sin ordre  selvom man fortryder 5 min efter købet. Ingen vej udenom og næsvise medarbejdere  der svarer  som hvis de var en maskine. Kedelig oplevelse.
__label__5 ,VILDT hurtig levering - i en weekend!Jeg bestilte lørdag eftermiddag og modtog min pakke i pakkeboks allerede dagen efter  altså en søndag!Meget imponerende.
__label__1 ,Elendigt. Sendte noget retur for 1 mdr siden  har ikke fået mine penge  og deres kundeservice svarer ikke på mails.
__label__1 ,Kundeservice er der ingen ting af.. deres varer er stort set altid forsinket
__label__1 ,Bestilte sko i størrelse 47 og der står 47 på skoene men det er ikke en døjt over en større 43. Nu bliver det spændne at se hvordan returneringen går
__label__5 ,Har handlet jævnligt ved Zalando. Har altid fået varerne hurtigt  aldrig problemer med returneringer  eller tilbagebetalinger. Søde medarbejdere i kundeservice  altid parat til at hjælpe.Jeg har ikke selv benyttet deres “genbrugs butik” men synes det er et super koncept. Jeg har lige sendt en ny ordre afsted  og glæder mig til at modtage.
__label__1 ,LeveringstidJeg finder det helt vildt at de kan skrive de har en leveringstid på 2-4 dage. Men så sidder jeg her 9 dage efter uden en pakke. Altså det går virkelig ikke  når det er en tøjforretning.. man bestiller noget tøj derfra til en speciel venue  men tøjet dukker ikke op til tiden. Det synes jeg virkelig ikke fungere når man er en forretning der sælger tøj.. man kan være lidt mindre frustreret  hvis det var noget til huset  som nok ikke skal bruges en speciel dag. Men når det er noget tøj  som man direkte har købt for at bruge til noget specielt. Er det virkelig et spark i ansigtet at der kan være gået mere en 2x den maksimale leveringstid og man stadig ikke har fået sin pakke.. Så for at opsummere det hele  aldrig stol på Zalandos leveringstid  Det noget f***ing p*s
__label__1 ,Mega elendig kundeservice  skal ha’ levering på adressen.. ikke hvis ikke det passer Zalando.. så nu skal jeg køre 20 km for at hente 1 sommer top  yderligere deler de ordren op i flere pakker  trods de alle var fra Zalando 10 vare = 5 pakker.Nu har man så fjernet alle muligheder for at kontakte dem  ingen mails eller telefon nummer overhovedet ingen kontakt oplysninger.De er mega ligeglad med deres kunder!
__label__2 ,Jeg har handlet her mange gange  der er stort udvalg. Men de sidste gange er endt i kaos. Når man sender noget retur er der enorm lang ventetid. Returpakken kommer tilbage til mig  så jeg må sende på ny. (Ved godt det handler om PostNord)  men nu har pakken været så længe undervejs at Zalando trækker pengene selvom der er valgt “prøv først  betal senere”. Og Zalando er slet ikke villige til at hjælpe!!! Pakken hænger endnu engang fast hos PostNord. Startede med at sende den d 13/4  den kom retur til mig og sendte så igen samme dag som jeg modtog den d 20/4. Men alligevel vil de trække pengene selvom jeg har tracking på pakken - fra begge gange! De vil slet ikke hjælpe med at lede efter pakken!  Og sidste gang var var også udfordringer med retur. Kundeservice er så ligeglad med kunderne når man kontakter dem på mail. Jeg overvejer kraftigt hvor jeg handler fremover!
__label__4 ,God service  let og returnere. Desværre så kan man ikke rydde op i sin ønskeliste  det kan jeg anbefale man ser på.
__label__1 ,Virkelig dårlig service. Bestilte et par bukser og de kom i forkert str.
__label__1 ,Øv køber et par bukser da vi skal til barnedåb Finder nogle ogI beskrivelse. Stå der ta dem et nr større en du plejer da de er små i strBestiller så et nr str større som der ståOg modtaget dem så i dag De er små meget små i str min kæreste som bruger xs kunne lige have dem på Sikke en fejlbeskrivelse må jeg sigeHvis jeg skulle have et par der passer mig skulle jeg 8 str opOg det var til mænd dem jeg bestildt Øv øv æv
__label__1 ,Lavede en ordre hos Zalando d. 11/05 på lidt over 4000kr. Fik en ordrebekræftelse på dette. Og grundet påsken havde jeg regnet med at leveringen  selfølgelig ville være længere. Og det må man sige den var. Den har stået som afsendt lige siden. Og først nu da jeg tager kontakt til dem  og fragt firmaet. Finder jeg ud af at pakken  af den ene eller anden grund er gået tabt. Dette er der ingen der informere mig om  før jeg selv retter henvendelse. Syntes det er noget af en sløj form for service.
__label__1 ,Fragtfirmaet fejlsortere min pakke og returnerer den til Zalando.Zalando kan ikke sende pakken de ellers har modtaget retur til mig og der er ikke andre end den ene model jeg har bestilt på lager  så nu kan jeg ikke bestille varen længere.Skulle varen komme tilbage på lager senere end 3 dage fra d.d. så kan endvidere heller ikke få den til samme pris  som jeg oprindeligt havde bestilt den til.
__label__2 ,Det for dårligt at jeres kunder skal vente så langtid på at i får en vare på lager  jeg sidder her og har ventet snart et år og det er ikke for sjov en kunde som skriver en klage til sådan et stort firma  men det er ikke i orden at man som kunde ved jer i flere år skal sidde og spilde ens tid på det  når man ikke rigtigt kan finde de sko andre steder  hvor jeg vil bruge penge på jeres hjemmeside  jeg synes i burde give jeres kunder den bedste oplevelse. Men det kan godt være det bare er mig. Fortsæt god dag!......
__label__1 ,Modtager mail om at nu er min t-shirt på lager. Men bare ikke i min bestilte størrelse.
__label__1 ,Har handlet 3 varer hos Zalando og har i forbindelse med købet opnået fragtfri levering og har anvendt en rabatkode på 15%  men jeg får desværre leveret et forkert produkt. Jeg skriver til kundeservice og får at vide at jeg bare kan sende retur og så når returnering er modtaget har jeg 3 dage til at købe varen igen til samme pris. Det er sådan set vældig fint bortset fra alt! 1. jeg skal så betale fragt fordi min bestilling er under 189 00 kr. 2 jeg har brugt min returlabel og kan efterfølgende ikke gratis sende evt andet fra samme levering retur. Ufatteligt at man ikke bliver tilbudt at de med de samme laver en ny ordre på det korrekte produkt med fri fragt og selvfølgelig med min rabatkode.  Zalando det er en ommer!! Går tilbage til at handle hos AboutYou.dk
__label__1 ,Hold da op for en ringe kundeservice. Efter at have været kunde i mange år  nægter Zalando at udbetale mine penge ifm. et bankskifte - dette til trods for dokumentation fra min bank om  at jeg ikke har modtaget mine penge.Mit råd; køb dit tøj et andet sted!
__label__5 ,God oplevelse at handle hos Zalando. Købte sko  som var hos Zalandos samarbejdspartner  Heyconnect i Tyskland  så jeg var lidt spændt på hvor lang tid  der ville gå med forsendelse. Men det fungerede bare perfekt. Jeg bestilte onsdag 14. April dagen før påske  jeg blev lovet at skoene ville komme mellem d. 20. og d. 22. April  men PostDanmark kom allerede d. 19. April tidlig formiddag. Jeg er super tilfreds og har allerede idag handlet hos Zalando igen og det bliver ikke sidste gang.
__label__1 ,Helt vanvittigt langsom levering! Kan nævne MANGE der formår at pakke og sende samme dag! Indtil videre har de endnu ikke engang pakket min ordre.. og jeg bestilte i lørdags (nu er det onsdag aften) - mandag car dog en helligdag  men alligevel... imponerende dårligt! Desværre består min pakke af 4 mulige brudekjoler til min vielse på lørdag... det ser ik ud til de når frem... ingen anbefaling til Zalando herfra!
__label__1 ,Forfærdelig service.Havde købt et gavekort på 1500  og modtaget et på 1000.Derefter når jeg brokker mig fortæller de mig at de kan ikke give de resterende 500DKK eller refundere kortet selvom det ikke er brugt.Ville fraråde ALLE at bestille herinde fra  som ses på trustpilot har de også ekstremt dårlige anmeldelser  og de kommer af en grund.(Har haft flere dårlige en gode oplevelser samt jeg høre det samme fra venner og bekendte)
__label__5 ,Elsker Zalando. Oplever aldrig problemer hverken med fragt eller retur! Og er der endelig noget med rabat  forsvunden pakke mm. Er de altid meget behjælpelige! Køber hellere på Zalando end alle andre hjemmesider
__label__1 ,Rigtig dårlig til at kommunikere på et ordentlig sprog. Flabet og ubehagelig medarbejder fordi hun ikke kunne stave. Var hun ansat i en synlig butik var hun smidt på gaden.
__label__5 ,God butik. Alt fungerer perfekt
__label__1 ,Har fået et par Puma sneaks i fødselsdagsgave. De er købt et nummer større end jeg normalt bruger  da samtlige anmeldelser af produktet skriver at man skal gå en størrelse op. I mit tilfælde er det desværre for meget  og jeg har behov for at bytte til nummeret mindre. Da de blev købt kostede de 404 - da jeg så nogle dage efter ønsker at ombytte til nummeret større  er de sat op til 779 - Jeg ringer til kundeservice  som afviser at lade mig ombytte skoene til præcis samme model og farve  blot et nummer mindre. Ønsker jeg skoene i str 37.5 i stedet for 38  skal jeg altså nu betale Zalando 375 - mere for præcis samme sko. Det er godt nok hvad jeg kalder for elendig kundeservice 
__label__5 ,jeg har aldrig oplevet problemer med zalando og der er god kvalitet
__label__1 ,Købte en ny trenchcoat fra weekday  men da jeg modtog den var det tydeligt at jakken slet ikke var ny  den lugtede af røg  havde fedtpletter  der lå brugte mundbind i den ene lomme og en klistret Lipgloss i den anden  derudover var prismærkerne også klippet af.
__label__1 ,Utrolig ringe service. Pakken bliver ikke leveret på den lovede dato. Får to intet sigende svar fra Kundeservice  da jeg rykker for en leveringsdato. Pludselig kommer der et svar  at pakken er forsvundet hos Bring. Jeg kan nu  ifølge Kundeservice  vælge at bestille varen igen blot til en pris  som nu er ca. 200 kr. højere...Zalando har store leveringsproblemer i øjeblikket eller er det snarere store økonomiske problemer?
__label__1 ,Dårlig kundeservice!Jeg bestilte et par Nike sko  som stod til at være små i størrelsen  hvorfor zealandske anbefalede at man gik en størrelse op. Jeg bestiller derfor dem i to størrelser større end normale sko og et nr. større end normalt  når jeg bruger sneakers. De er nu ankommet og er for små. Jeg er selvfølgelig interesseret i en ombytning til et nr. større  men nu er prisen steget 150kr på samme par. Jeg kontakter derfor zalando om et Prismatch  hvilket der ikke kan høre tale om. Der er i øvrigt hvad de rolig er lidt slid mærker på skoene og et syning  som er gået på stoffet  hvilket jeg ikke nåede at få nævnt  da jeg antog det bare gik igennem med et Prismatch  og medarbejderen var hurtig til at lægge på igen for at undersøge det og vende tilbage via mail..
__label__1 ,Faktisk en okey butik.  Men deres service generelt sammen med deres alt for vilde lange leverings tider gør bare at man bliver træt.   Det går sindsygt langsomt inden de overhovedet bare har fået købt en pakke label. Det tog bla 1 dag for dem.  Venter stadig på pakken.  5 dage efter betaling
__label__1 ,Dårlig service får en forkert trøje hjem og de er ligeglad
__label__1 ,Fuldstændigt skandaløst! De skriver de får Air Jordans på lager på et bestemt tidspunkt - nogle helt random der ikke er så stor efterspørgsel på  vi har siddet klar med 3 enheder og refreshet og haft et script kørende for at tjekke hvert millisekund  mail advarsel sat op osv.  de er udsolgt på forhånd i ALLE størrelser!Zalando er blevet til et vaske ægte scam site der skriver de har produkter som de aldrig kommer til at kunne sælge! Kun for at drive trafik til at købe alternativer de måske har.
__label__4 ,Har netop købt et produkt på hjemmesiden som var dejligt nemt  eneste minus var betalingen som fejlede  men det løste min bank.
__label__3 ,Rimelig overskuelig app/hjemmeside Det fungere fint og som det skal.Men har nu ventet i over en måned på at i for er par sko på lager som jeg godt kunne tænke mig. Syndes godt nok det er lang tid.
__label__1 ,Hej Zalando. I behøver ikke blive ved med at sende mig 'du har efterladt varer i din kurv  sky d dig at gennemføre ordren før de bliver udsolgt'-mails.Jeg har efterladt varerne  fordi man kun kan betale med bankoverførsel (seriøst?)  og ikke jan bruge dankort  Mobilepay  PayPal eller andre gængse betalingsmiddel. Ja  jeg kan godt se der står I jeres betingelser at det er en mulighed. Ja  jeg er ligeglad - hvis man gerne vil gave kunder i sin webshop  så skal man lade være med at gøre handlen så besværlig for kunderne.
__label__1 ,Må sige  at serviceniveauet er faldet en del! Konceptet er godt - og jeg har benyttet det i mange år som tilfreds kunde. Men de senest ordrer  har servicen været decideret mangelfuld. Zalando kompenserer ikke længere for de fejl  de selv står til ansvar for! De sender tøj i forkerte størrelser og sko med tydelig misfarvninger og de er på ingen måde behjælpelig med at rette op på det! Jeg kan returnere og bestille på ny - vel at mærke til en højere pris  da produkterne i mellemtiden er steget!
