rating,review
__label__5 ,jeg har været meget tilfreds med hele forløbet hvor det også viser sig at trods forhandleren tilbyder en lavere rente så var åop noget lavere hos al-finans. der var nogle udfordringer med it løsningen som der hurtigt blev fundet en alternativ måde at håndtere på. tak til helle s. l. for at svare mine adskillige henvendelser med det samme.
__label__5 ,meget fordelagtigt lånetilbud. let at ansøgehurtigt svar. venlig og kompetent betjening i låneafd. telefonrådgivning
__label__5 ,hurtig behandling og venlige opkald fra al finansnår der var noget vi havde glemt. super service.
__label__5 ,super serviceog rigtig hurtig sagsbehandling
__label__5 ,perfekt og hurtig til at besvare henvendelser
__label__5 ,super hurtig og nem proces!behagelig kontakt telefonisk.
__label__5 ,super god serviceog virkelig hurtig behandlingstid :) - kan kun anbefale til elbil lån.
__label__5 ,lav rente hurtig betjening .
__label__1 ,forhandleren kan selv bestemme hvad han tager for at formidle lånet hos al-finansså vælg en anden finansiering friis
__label__4 ,god service og behagelige medarbejder som kunne svare på alle mine spørgsmål.
__label__5 ,ægte grønt elbilslån meget konkurencedygtige priser og super hurtig ekspedition - såddan !
__label__5 ,meget venlig medarbejdertydelig sprog og klar forklaringerhurtige sagsbehandling.
__label__5 ,god personlig rådgivning når man ringer ind. tak for hjælpen.
__label__1 ,til trods for jeg har oprettet betalingsservice og kontakter al finans da der ikke var trukket pengevælger de at sende en rykker. rykkeren er aldrig blevet sendt. de siger at pengene var gået ind om lørdagen? - så vælger at “sende en rykker” om fredagen. det er til trods for pengene er betalt den 10 efter telefonisk kontakt med al finans.pengene er også trukket den 10/2.det er en meget mærkelig måde at tjene ekstra påved at sige de har sendt et brev (som aldrig er kommet) alt anden kommunikation er på e boksmen lige denne fiktive rykker er pr brev.
__label__5 ,hurtig sagsbehandlingkompetent telefonrådgivning
__label__1 ,aldrig har jeg oplevet så dårlig kundeservice. jeg skulle have finanseret en ny volvo v60og valgte i den forbindelse at tage kontakt til al finans.vi fik hurtigt tilsagn og bevilling til købet.jeg havde i forvejen en volvo v60 fra 2019som skulle indgå i handlensom var finansieret ved andet selskab som skulle indgå i byttehandel hvor der stadig var restgæld.i den forbindelse ønskede jeg at al finans indfriede det gamle billånog betalte rest summentil forhandleren. en øvelse alle andre banker ville kunne håndtere. men ikke for helle s. et simpelt regnestykke var simpelthen for meget arbejde og service. iøvrigt opgav vi processen allerede efter den 3 slutseddelsom helle ikke fandt tilstrækkeligtdet gjorde vores bank heldigvis. har aldrig fået så ringe service i mit liv.vi har derfor valgt at finansiere vores nye bili eget pengeinstitutog til samme rente.banken tilbyder faktisk et rigtig godt produktmen det bliver desværre formidlet af en talentløs medarbejdersom ikke kender til simpel kundeservice.jeg ønsker derfor banken held og lykke i fremtidenfor det får de brug forhvis de skal overtale kunder til at have tillid til dem.vhhenrik thinggaard sagsnr; 216162
__label__5 ,alting var let og kundeservicen helt i top. derudover fine priser.
__label__5 ,så fik vi ny / brugt bil. takket være al
__label__5 ,har fået en super personlig service og hurtig hurtigt svar på spørgsmål.kan kun anbefale dem.
__label__5 ,super låneaftale til vores elbil. lynhurtig og smidigden ene dag skriver vi slutseddel og dagen efter er alt klart og vi kan hente vores bil. det er sku service fra al finansmvh nicolai
__label__5 ,hurtig service og hurtig ekspedition
__label__5 ,fantastisk servicegode lånemuligheder og masser af overskud ved medarbejderne
__label__5 ,det var hurtig ekspedition nemt og bekvemt. så skal der købes ny bil 
__label__4 ,i fik ikke 5 fordi sælger havde en skidt oplevelse da han gerne ville vide hvordan det foregik ved overdragelse af bilen til mig. med hensyn til hans penge.
__label__5 ,hurtigt effektivt og meget venlig betjening.
__label__5 ,super servicesom jeg varmt kan anbefale ...
__label__5 ,lynhurtig og effektiv sagsbehandling på nettet med få klik.
__label__5 ,dette er nu min anden gang jeg finansiere min tesla igennem al-finans og endnu en gang kan jeg kun sige tak til christina og oswald for den rigtige god service!hilsen s.akbar
__label__5 ,hurtig svartid. søde og rare mennesker i tlf. alt kørte godt. og til måske markedets laveste ydelse
__label__5 ,super nemtog hurtigt.
__label__5 ,meget nemoverskuelig og professionelt site
__label__5 ,de bedste! christina og hendes hold har været det hele vejen igennem mit bilkøbog svaret alle spørgsmål på super professionel og hurtig vis! fantastisk glad for hele al finans holdet :)
__label__4 ,hurtig sagsbehandling. lidt forvirring på et tidspunktmen hurtigt tilbage på sporet.
__label__5 ,lav åoplet låneprocedurelav rente specielt ved elbiler
__label__5 ,det er dejligt af de tager deres telefon hver gang og svare på ens spøgsmal
__label__5 ,rigtig god service og hurtighedhar lige lånt til min nye mercedes der skal hentes på fredagjeg takker for professionel behandling og vil klart anbefale al-finansbekir
__label__5 ,super hurtig til at svarejeg måtte søge to gange da jeg havde en mellem regning til skat i forbindelse med salg af hus i 2021 som var betaltmen ingen problemer anden gang 
__label__5 ,al-finas’sprofesionellemedarbejder hjælp med alt hvad jeg havde behov for optage lån til min ny bil. et par opringninger og mails så er alt på plads.jeg kan på det varmeste anbefale al-finas.min datter skal også have en ny bil til sommer så kan jeg anbefale hende til al-finans
__label__5 ,god servicesøde medarbejdergode priserprofessionelt arbejdestor anbefaling herfra
__label__5 ,jeg er meget tilfreds at fik billån af al finans tusind tak!!
__label__5 ,hurtigtnemt og præcis forklaring der ikke efterlader tvivlanbefales helt klart
__label__5 ,skriver denne anmeldelse da al finans’ skønne engel godkendt min ansøgning og reddet min dagweekend og den næste lange lange lange lange lange stykke tid- kan klart anbefale at al finansdet var fantastisk betjening det var en god hjælp med spørgsmålene man havde og de var hurtig til at vende tilbage med svar de varmeste anbefalinger herfra :)! du ved hvem du er! :)mvh en lykkelig kommende bilejer <3
__label__4 ,lidt stramt at jeg måtte udfylde dokumenterne og skrive under ca. 1.000 gange på grund af små fejl i deres system - for så til sidstat skrive under én gang tilda lånet på en eller anden måde var dateret 6 måneder tilbage i tiden. men - deres support på telefonen opvejer så mange af de fejl som jeg tilskriver deres interne system. de er lynhurtige til at tage telefonen. smilendeimødekommende og kompetente medarbejdere i supporten.så alt i alt en god oplevelse - på trods af startvanskelighederne
__label__5 ,hurtigtsmidigt og effektivt
__label__5 ,super kompetent og hurtig behandling af vores ansøgning
__label__5 ,meget hurtig sagsbehandling og super nemtmarkedets bedste elbil lån.kan bestemt anbefales herfra.
__label__5 ,super service! lydhør medarbejdere!
__label__5 ,hurtig og nem betjening. udregningen på nettet holdt stikdet er sjældent at det ses alle steder
__label__5 ,god serviceog hurtig bevilling
__label__5 ,super service og lånevilkår. helle larsen er en stjerne
__label__5 ,god og hurtig behandling af billånkan anbefales.
__label__5 ,hurtigt og nemtattraktive renter
__label__5 ,fin og hurtig service
__label__5 ,nemthurtigt og super vejledning
__label__5 ,hurtig responstid og seriøs behandling. billigste lån til biler på markedet.
__label__5 ,meget hurtigt tilbagemelding og gennemskuelig proces.
__label__5 ,meget hurtig svar på ansøgning om billån.lav rente på el og hybrid biler.alt er gået nemt og hurtigt
__label__5 ,super hurtig og problemfri sagsbehandling
__label__5 ,jeg er meget fornøjet med opsættelsen af lån og ikke mindst lav udbetalingsamt meget lav hybrid/el. rente (og åop) og hurtig sagsbehandling.
__label__5 ,hurtige og effektive. :-) nå jaogså meget fornuftige omk. på financering
__label__5 ,jeg er meget tilfreds med hurtig og let sagsbehandling.
__label__5 ,meget tilfreds med mega hurtig behandlingstid og professionelle rådgivning. kan meget anbefales
__label__5 ,det kunne næsten ikke være nemmere - og ikke mindst også konkurrencedygtige priser! jeg er fan!
__label__5 ,nemt og ansøgehurtige svartider og fordelagtige priser på grønne billån
__label__5 ,super god kommunikationomkring et billån. der var lidt frem og tilbage da der ikke var kommet stelnummer på bilen. men det gik hurtigt og smertefrit
__label__5 ,fantastisk service/kundebetjening.kan anbefales
__label__5 ,nem og hurtig låneansøgning.vi kunne ikke få deres onlineformular til at virke med de helt rette talmen sendte et budget per mailsom de vurderede os ud fra.
__label__5 ,super venlig betjening og hurtig svar på lånet. rigtig flot konkurrence til eksisterende låneudbydere. helt klar anbefaling herfra.
__label__5 ,utrolig hurtig og effektiv behandling af en låneansøgning. godt tilfreds med forløbet.
__label__5 ,5 stjerner intet mindre.virkelig hurtig sagsbehandling 
__label__5 ,billigt lån til elbil og hurtigt svarvi lånte til en elbilog al finans var både hurtige og billige at låne hos.
__label__5 ,hurtigtnemt og professionelt.
__label__4 ,god service. der var lige lidt med at få de rette oplysninger i dokumenternemen det blev hurtigt rettet.
__label__5 ,god servicehurtig respons og lav udbetaling uden den høje pris
__label__5 ,super hurtig sagsbehandling og tilbagemelding.
__label__5 ,fantastisk servicevenlige medarbejderekan klart anbefales :-)
__label__5 ,meget konkurrencedygtige priserog god og hurtig kommunikation.
__label__5 ,hurtig behandling af en hastesag. god stemning og venlige folk i support!
__label__5 ,et yderst troværdig og ordentlig leasing selskabhvor de har styr på love og regler og ikke mindst papirgang.
__label__5 ,god hjemmeside og fantastik hurtigt svar og efterfølgende sagsbehandling
__label__5 ,nemhurtig og ekstrem god brugeroplevelse at ansøge om billån hos al finans.
__label__5 ,god oplevelse rigtig god service og et godt produkt. tak for det !
__label__5 ,super hurtig behandling og meget venlige hjælpsomme medarbejdere
__label__5 ,vanvittig hurtig tilbagemelding :) sendte ansøgning mandag aften kl 2100 om bilfinansiering og fik næste dag kl 1000 godkendelse. wauw! kan klart anbefales. supersmidigt.
__label__5 ,super nemhurtig og problemfri lånansøgning ifm. køb af vores nye bil..overskueligt og til en god rente det kan vi da klart anbefale!
__label__5 ,nemt og hurtigt svar.al finans ansøgningsproces er godt vejledt. man får den hurtigt afstedog imponerende hurtigt er der givet svar. det tog kun 4 timer.
__label__5 ,meget god og hurtig servicejeg anbefaler det til alle!!!!!
__label__5 ,super hurtig og kompetent medarbejdermeget tilfreds og vil gerne vælge igen hvis jeg skal låne. stor tillid 
__label__5 ,nem ansøgning. hurtig behandling og ikke mindst god pris på billån til el-bil. kan kun anbefales.
__label__5 ,perfekt kundeservice og fleksibilitetfra start til slut har jeg fået rigtig god kundeservice. al-finans virker som om de er klar over den udfordring det erat få levering på bilerog specielt elbiler. så ændringer i lånebeløb / biltypeer blevet kørt igennem med det sammeuden at sætte en stopper for bilkøb. sammen medde fordelagtige renterkan jeg klart anbefale dem til andre. kun +++ herfra :)
__label__5 ,super hjælp hele vejen igennem…i får 5 stjerner.overskuelig hjemmeside.hurtig proces. virkelig søde/dygtige folk i kundeservice. snakkede med maria og gittede var super gode til at hjælpe…da der opstod problemer med at indhente oplysninger…jeg vil helt klart anbefale al finans til andre..claus ( køge )
__label__5 ,super god servicetil at starte med blev jeg afvistderfor ringede jeg for at hører hvorfor og fik fat på en der hedder christinafandt så ud af det var en fejl/misforståelse fra min side af og 5min efter jeg havde snakket med hende blev jeg godkendt.
__label__5 ,smart automatisk kreditvurdering.fleksibelt forståelse fra alfinansnår der er specielle forhold omkring som ikke iagttages af automatikken.super service 
__label__5 ,lave omkostninger og god vejledningklart en anbefaling herfra
__label__5 ,hurtigpræcis rådgivning og beslutning. tilmed lykkes det at give et kundevenligt indtryk som begynder at være et særsyn hos mange andre aktører i den finansielle branche.
__label__5 ,hurtig respons meget professionelt
__label__5 ,al finans har behandlet vores sag meget hurtigt. 
__label__5 ,meget hurtigt gjortog godt serveres
__label__5 ,dejligt nemt.lavere renter og hurtig servicevil jeg meget anbefale.
__label__5 ,gode priser kan man finde flere stedermen al finans har vist forståelse for den udfordrende leveringssituation på bilmarkedetog løbende ændret tilbud og tilsag om lån uden at blinke. svar på spørgsmål er kommet hurtigtog generelt har der været tale om god sagsbehandling.
__label__5 ,fra ansøgning til godkendt grøn billån 30 min. helt fantastisk service.
__label__5 ,jeg har nu fået låne dokumenter på min nye bil meget hurtig ekspeditionde er virkelig proffe.jeg glæder mig så meget til at få min nye bil.
__label__5 ,hurtig besked denne samme dag
__label__5 ,lynhurtigt godkendelsenem ansøgningsproces
__label__5 ,vanvittig hurtig service. 5/5 herfra!!
__label__5 ,sagsbehandling professionel og hurtig. velfungerende hjemmeside med overskuelige beregninger.
__label__5 ,med afstand det billigstebillån jeg kunne finde til hybrid/elbil
__label__5 ,det bedste pris på elbil lån og super søde mennesker man kan altid snakke med dem og bede om hjælp.så hurtigt og nemt man kan optage lån hos al.finans. det kan varmt anbefales
__label__5 ,super servicegod prislynhurtige svartider både på låne-ansøgningøvrige henvendelser og i kontakten med bilforhandleren. jeg giver al-finans mine allerbedste anbefalinger.
__label__5 ,ikke så meget pjat. let ansøgninggod kommunikation
__label__5 ,hurtig og professionel betjening.fik svar på ansøgning efter 20 min.
__label__5 ,lynhurtig tilbagemelding og meget udførlig guide til hvordan man skal begå sig hos dem.
__label__5 ,har ansøgt flere gange og begge gange er al vendt retur indenfor samme dag. fremragende service.
__label__2 ,meg langsommelig sagsbehandling. vi har venter i mere i 30 dage. under sagsforløbet har vi rykket gentagne gange. til sidst blev vi tilbudt et særdeles attraktiv billån. desværre opfyldte vi alligevel ikke betingelserne der ikke var oplyst nogen steder. et uoplyst krav var fx. at bilen skulle være købt ved en dansk bil forhandler med dansk cvr nummer. en anden uoplyst betingelse var at man ikke måtte anvende lånet til refinansiering. ej heller debitor skifte var en mulighed.
__label__5 ,hurtig ansøgning og svar. endda med bedre rente end annonceret
__label__5 ,hurtig og god service. kompetent og venlig rådgivning over telefon. kan klart anbefales
__label__5 ,dejlig nemt at ansøge!under 24 timer fra ansøgning var sendttil at godkendelsen lå i min indbakke.hurtige på telefonerne!alt i altdejlig service fra al finans
__label__5 ,kan kun give 5 stjerner skide god sevice nummer 2 bil vi har ved dem de kan varmt anbefales 
__label__4 ,fin oplevelse. lidt problemer med mail udvekslingmen det blev løst.
__label__5 ,nem og hurtig sagsbehandlingog gode priser på lån til grønne køretøjer..
__label__5 ,det var nemt at låne penge til en ny bil. dygtige og hjælpsomme medarbejder. så stor ros herfra.
__label__5 ,jeg må sige at vi er meget positivt overrasket over jeres helt fantastiske søde kundeservice. og sagen med billånet gik hurtigt igennem. så vi siger mange tak for hjælpen. al finans kan varmt anbefales 
__label__5 ,jeg har netop brugt al finans til finansiering af en elbil. de var enormt venlige og havde en hurtigt behandlingstid. dertil kunne de tilbyde en god rente og lave etableringsomkostninger.
__label__5 ,en rigtig god oplevelsegod kunde support og hurtig sagsbehandling
__label__5 ,hurtig og problemfri godkendelse af billånsådan skal det gøres 
__label__5 ,perfekt arbejde 
__label__5 ,tak for hurtig behandling og så på en søndag :-)hilsenklaus falkenvig
__label__5 ,man kan ikke få bedre service fra en bank. al er hurtigehøfligeeffektive og behaglige at samarbejde med
__label__5 ,meget hurtig betjeningstid. både telefonisk og selve behandling af sagen.
__label__5 ,hurtig service og helt klart dks bedste lånemuligheder til bil.
__label__5 ,hurtig og nemt at ansøge. svar kommer hurtig retur. er ovenud tilfreds.
__label__5 ,jeg synesat det er meget betryggendeat i undersøger grundigt om man har for meget gæld i forvejen i låner ikke bare ud kæmpe plus herfra. og vi ringede og stillede spørgsmåli var altid lyttendeimødekommende og vi fik en super god behandling. tak
__label__5 ,kan kun anbefales
__label__5 ,hurtig sagsbehandling og nemt system at finde ud af.
__label__5 ,der var hurtig responsde tager sig af alt stort set. fantastisk rente på el-biler
__label__5 ,var første gang i kontakt med al for et lille års tid siden vedr. et billån. låneansøgningen blev behandlet hurtigtog vi fik svar inden for et døgn.i dag har jeg netop søgt om et nyt lånda vi har solgt vores nuværende bil. lånet blev godkendt inden for 2 timer.jeg har ikke noget at sætte en finger på.
__label__4 ,rigtig god kundeserviceog søde medarbejdere. lidt for mails frem og tilbage i stedet for at få alt ordnet på en gangmen det er vel reglerne. men alt i alt engod oplevelse.
__label__5 ,hurtig behandling af billån. og fair priser på billån.100% positiv oplevelse herfra :-)
__label__5 ,hurtig godkendelse og god proces med dokumenter osv.
__label__5 ,hurtigt svar. ingen tvivl.
__label__5 ,altid positiv svar fra alfinans. og ingen problemer med lån.
__label__5 ,hurtig svar og fordelagtig rente
__label__5 ,der gik kun 1 timeså var der svar vedr. lånet.
__label__5 ,som vestjyde vil jeg sige ikke så ringe. al finans fortjener helt sikkert alle 5 stjerner. ikke første gang jeg bruger demog det bliver heller ikke den sidste.
__label__5 ,hurtigt og effektiv. meget fornuftig rente på elbiler.
__label__5 ,hurtig respons og konstruktiv dialog
__label__5 ,meget hjælpsomme rådgivere og vi fandt en fin løsning som passede til mig.
__label__5 ,super hurtigt svar og opfølgning efter låneansøgning
__label__1 ,havde ansøgt et lån på 60000. kr og skrev at jeg kunne ligge en mindre udbetalingmed de gav mig godt nok et lån med så var udbetalingen lige pludselig blevet det dobbelt af den udbetaling jeg kunne ligge og da jeg kontakter dem og spørger hvordan det kunne være at få at kunne få lånet lige pludselig skulle ligge en større udbetaling ind den jeg havde ansøgt med fik jeg at vide at de bare kunne regulær udbetalingen til det der var mere passene til lånet
__label__5 ,kan anbefale alle at bruge al finansder er god service og de er hurtige.
__label__5 ,super hurtigesuper service.
__label__4 ,vi startede med at få afslag på det lån vi søgte. det viste sig så at vi havde udfyldt forkert og oplyst forkerte tal. det blev der hurtigt rettet op påmen nu krævede det så en højere udbetaling for at låne pengene pga bilens alder. den oplysning ville være rar at have på selve ansøgningen. så derfor 4 stjerner. men ellers super hurtig og god service og et godkendt lån da det hele blev rettet til.
__label__5 ,fantastisk hurtig sagsbehandling og digital service ved mit seneste bilkøb.
__label__5 ,god rente oggod mulighed for at låne til bil
__label__5 ,meget søde og effektive.hjalp os til et godt billån - selvom vi ikke var helt nemme. tak!
__label__1 ,bruger 1 5 timer til sender e mail mit lån
__label__5 ,jeg har haft en afsindig god oplevelse med al finans. fra hurtig besvarelse på lån til låneaftalen var på plads – stor ros for den gode ekspeditionstid og ikke mindst nogle rigtigrigtig flinke medarbejdere der har været hurtig på aftrækkeren hvis der er har været spørgsmål.
__label__5 ,rigtigt god og venlig kundeservice og altid klar til at hjælpe.
__label__4 ,det var meget fint men jeg får svar efter 5 d lev vel jeg giver 5 stjerner
__label__5 ,hurtig håndtering i oprettelse af elbil finansiering. og iht. beregnerfunktionen. super service når man ringer til dem.
__label__1 ,vær forsigtig med al finans. de tilbyder et billån til en åop på 3 54 de nævner ikke der er forskel på billånene. derefter finder al-finans et argument og oplyser mig at åop vil komme op på 6 34. på trods af at bilen er grøn og hybrid.det er dårlig skik og misvisende.mvhjørn svitzer hansen.
__label__5 ,endnu engang vil jeg give 5 stjerner fordi i giver folk en chance for at låne til en rimelig rente
__label__5 ,knivskarpe renter og vilkårisær på grønne biler som el- og hybrid. hurtig og smidig sagsbehandling fra a-z. suverænt alternativ til de grådige bilforhandlere ude i markedet! især kravet om blot 10% i udbetaling for at få den laveste rente på bare 1 25% variabelt er helt outstanding!
__label__5 ,nemt og problemfrit. her kan man roligt sige ja tak til et tilbud.
__label__5 ,fungere fint og forhandleren kunne ikke rigtig tilbyde bedrer så fik kontant rabat istedet fin arbejdsgang og er helt tilfredse
__label__5 ,lynhurtige og god service hele vejen - fruen var ivrig efter en bestemt elbil og al fik tingene til at ske.
__label__5 ,fremragende god serviceog hurtig responstid! har været kunde hos al finans flere gangeog er meget tilfreds!
__label__5 ,rigtig fin servicehurtigt og nem betjening. de varmeste anbefalinger herfra.vi lånte til en audi e-tron 55 advanced quattro.
__label__5 ,super behandlingtotal i topklasse igen en dejlig oplevelse
__label__5 ,hurtig ekspeditionlet ansøgning. og så er de til ar komme i kontakt med pr. tlf.
__label__5 ,kæmpe cadeau! skide søde og hjælpsomme folk!de hjalp mig på ingen tidmed at få et elbil lån!
__label__5 ,da vi er en familie på 5 som stod en en vanskelig situation at vores engen bil bliv totalskadet og vi havde planlagt bilferie manglede vi en bilhvor jeg så gik på jagt efter en ny/brugt bil.jeg tog kantakt til al finans a/s hvor jeg kom i kontakt med ditte dollerup der var klokken ca.10 efter jeg havde fremsendt de ønskede dokumenter til dittevar jeg klar til køb af ny bil kl. 14 fantastisk hurtig service samt ekspeditionstid fra ditte dollerup fra al finans a/s.
__label__5 ,super hurtig feedback på online ansøgning om billånsendt 5 minutter før lukketid en hverdag aften. -jeg havde svar 1 minut før lukketid. det er flotog sjældent set. takker for fin service.
__label__5 ,utrolig hurtigt og nemt
__label__5 ,inden jeg besluttet mig forat det skulle være hos al finansvar jeg inde og læse deres anmeldeser - ja der er dårligmen også en del gode anmeldeser. her må jeg indrømmeat al finans liver helt op til deres 5 stjerner. jeg gav dem sååååå mange af mine dumme spørgsmål og alle dem jeg var i kontakt med var venligbehageligflinke og imødekommende.jeg vil helt sikkert al finans.
__label__5 ,gode renter på elbilernemt at ansøgehurtigt svar.kan klart anbefales.
__label__5 ,hurtig ekspedition. gode lån og billigt til hybrid biler.
__label__5 ,go service og hurtig svar.
__label__5 ,bedste og nemmeste bank der findes på marked når det handler om billån
__label__5 ,perfekt oplevelse fra online ansøgning og til efterfølgende udbetaling til bilforhandleren strand biler a/s. rimelige fornuftige renter og omkostningerpå trods af ejerpantebrev i el-bilen.christina m. hjortkjær er super proaktiv og meget serviceminded - tusinde tak for det christina. tak for en god oplevelse 
__label__5 ,hurtig behandling bedste pris jeg kunne få
__label__5 ,de har vel nok markedets billigste billån til elbilog processen med at få etableret lånet forløb meget hurtigtselv over en weekend.jeg kan klart anbefale al finans!
__label__5 ,de var hurtige til at svare. de ringede hvis der var noget de var i tvivl om 
__label__1 ,ikke et specielt godt forløb vi oplevede her. vi havde fået tilsagn om lån og alt var okmen fordi sælgeren af bilen åbenbart havde ejet den i mindre end tre månederså ville de pludselig ikke være med. vi endte dermed med at have spildt både vores egen og sælgers tidpga. en regel som de bare kunne have tydeliggjort fra start - ikke fedt.derudover synes vi at tonen fra den person vi har korresponderet med har været dårlig lige fra starten. både når vi havde kontakt via mail og telefon - det var helt klart oplevelsen at vi bare var til besvær. vedkommende var bestemt ikke særlig serviceminded.men vi endte med at hoppe over til en konkurrent der klarede det hele lynhurtigt fra ansøgning til udbetaling på ingen tidså alt er godt for vores vedkommende.
__label__5 ,det var en fantastisk oplevelse med nemt lån og dejlig kontakter
__label__5 ,vildt god service. og hurtig svar tid!
__label__5 ,vanvittigt hurtig sagsbehandling. utroligt nemt og kundevendt 
__label__5 ,utroligt venligt og meget kompetent teamsom sidder med håndteringen af kreditvurderingudstedelse af lån samt kundeservice. kan varmt anbefalede deres utroligt konkurrencedygtige “grønne” billån med 1 25% i rente. jeg har personligt været i dialog med mette og christinasom begge har været enormt behageligeog hjælpsomme hele vejen igennem. tak for god behandling - den varmeste anbefaling herfra.
__label__5 ,jeg købte en elbil med al finance.god og hurtig kommunikation. de bedste kundeservice og venlige personale.
__label__5 ,hurtig sagsbehandlingnemt med data overførsel
__label__5 ,flinke og rarere at tale med. god rente.
__label__5 ,rigtig go pris på lån til el-bil.hurtig tilbage meldingog søde at snakke med når man kontakter dem..
