rating,review
__label__2 ,virker ikke så bruger venligt som mange andre hjemmesider. man modtager intet track & trace på sin ordre samt oplysninger om hvornår varen kommer eller bliver pakket osv. og nu er det endda flere dage siden varen er bestilt. det gør mange andre hjemmesider bedre
__label__5 ,som kunde i over 30årer det som at komme hjem når man besøger hjemmesidenoverskuelig og logisk opbygget tak.....
__label__1 ,d. 1-3-2022 blev der afgivet bestilling på et sæt apple airpods. pengene er for længst trukket fra banken.varen er endnu ikke kommet fremmen har efter sigende været omkring italienfrankrigog er nu i køln (tyskland)..der er gået ca. 7 uger siden bestilling.er det niveauet som cdon kan præstere???
__label__5 ,sådan jo. alt gik rigtig godt som det plejer at gøre hurtig levering af varen og en rigtig god service også.
__label__4 ,lidt langsom fragt/behandling er ordrenfor der stod 2 hverdageog der gik 4for bestilte mandag (2 påskedag/mandag) tæller ikke den dag medmen første tirsdagog modtog/fik/kunne først hente min pakke fredag men ellers super pris på det jeg købteog ellers er alt fint.
__label__5 ,i er de bedsterigtig god service.
__label__1 ,bestilte stickers til min søn d. 6 april 2-5 dages levering så kan i jo selv gætte om jeg har modtaget varen men pengene er da trukket fra konto at komme i kontakt med dem ja så kan i jo spørge jer selv om det er nemt not......godt nok kun 100kr men når jeg har betalt en vare vil jeg da også gerne have den kan kun håbe de dukker op absolut ingen anbefaling herfra vh kenni
__label__5 ,nemt at handle på hjemmesiden og super hurtig levering
__label__1 ,bras produkt.jeg købte en opladerledning til mit garmin ud. virkede i under 14 dage.godt nok ikke originaltmen det er der vist ikke meget på cdon der er. alligevel forventer jegat de produkter de formidler virker.skod firma.
__label__5 ,fin hjemmeside og hurtig respons. sådan
__label__1 ,okay! vist man vil havde laaaaaaaaaang! leveringstid.og hvem ved fordyrende mellemled
__label__5 ,fuldt ud tilfredshar mange ting.
__label__4 ,det er super godt sted at handle og varen plejer at blive leveret super hurtigt
__label__2 ,har modtaget en gabion men mangler samlingsvejledninghar igen ide om hvordan den skal samles. modtog en manualsom var ubrugelig. saa gaar ud fra jeg bare maa proeve mig frem.
__label__1 ,bestilte en ps5 26-10-20modtog den 29-01-21. efter 1 års brugbegynder playstation’en at lukke ned midt i et spil og den gør det hver gang. det reklameres til cdon som henviser til sony. sony kontaktes men her er der kun engelsk talende support. de sender en liste på engelsk med fejlsøgninger vi selv skal lave. det gør vi og det hjælper ikke. kontakter sony og cdon igenmen ingen af dem respondere på min henvendelse.
__label__1 ,bedømmelse givet på baggrud af elendig kundeservice med arbejder jonasder svarer på det man spørger om og når man bliver irriteret så beder han en kontakte dem over den formular man lige har skrev igennem.... det er total håbløs kundeservice.
__label__5 ,indtil videre har jeg kun bestilt en vare. der står intet om leveringen i omtalen af varen. jeg regner medat leveringen sker uden problemerderfor har jeggivet cdon 5 stjerner.venlig hilsenhanne mosekjær
__label__5 ,jeg har handlet flere gange i årog hver gang med hurtig levering og fine varer. jeg kan anbefale cdon.com
__label__5 ,god hjemmesidegode priser hurtig levering
__label__5 ,synes at anmeldelserne er en kende misvisende. bestilte et scart til hdmi stik. efterfølgende var jeg inde og læse anmeldelserne og blev lidt nervøs. modtog varen inden for fristen og adapteren fungerer som den skaltil en meget favorabel prisfolk skal lige have i menteat når man bestiller en varer kan man se hvem der står for salgethvilket i mit tilfælde var inf company ab. cdon kan dermed figurere som mellemled. synes ikke der var noget at komme efter:)
__label__1 ,indtil videre elendigbestilte noget i starten af ugen og den er stadig under behandling.der stod 2 til 3 leveringsdage. ja? på hvilken planet! 
__label__5 ,der har aldrig været problemer med mine køb på cdon. jeg har købt flittigt i mange år og deres udvalg bliver større og større. jeg er specielt glad for deres prisovervågersom sender mig en mail når noget jeg kunne tænke mig bliver sat ned i pris.
__label__1 ,kan ikke anbefale dem. har bestilt flere vareog ved bestillingen blev jeg gjort opmærksom på de ville blive sendt over flere gangeda der var leverings tid på den ene vare. den første vare modtaget jeg som lovet efter få dage. produkt til 35 kr. det næste produkt blev jeg lovet sendt d. 11/4. da jeg intet har modtaget endnugår jeg ind og afbestille min vare på deres hjemmeside( pris 1500 kr) kort tid efter modtager jeg en besked omat min vare ved en fejl ikke er sendt og de ville sende den omgående. selvom det ikke var det der var mit ønske. men jeg tænkerfairde får en chance. men nu 14 dage efterhar jeg stadig ikke modtaget noget.
__label__5 ,super sted at handle. 
__label__1 ,mod forventningdesværre en dårlig oplevelse med leveringstid og produktets kvalitet. har anmodet om en annullering. endnu ikke hørt fra leverandøren.
__label__1 ,hvis man kunne give 0 stjernerså havde de fået det. mage til fup-firma skal man lede længe efter. jeg havde bestilt en vare til 2700 kr og jeg modtager en ordrebekræftelse og besked omat de går i gang med at pakke min vare. 2 dage efter bliver jeg kontaktet af kundeserviceder siger at de ikke kan sælge varen til den prisda det var en fejlat varen stod til 2700 krmen jeg kunne betale 2000 kr mere og få min vare sendt. jeg skriver tilbage til dem i forhold til købeloven er de forpligtet til at sælge mig varen til oplyste prismen de nægter. jeg ved godt at jeg kunne have taget den videre og hyre en advokat og få medholdmen orkede ærlig talt ikke alt det postyr. en ting er dog sikkertat jeg aldrig handler der igen!!!!!!
__label__3 ,i får desværre kun 3 stjerner. bring pakkeshop ligger desværre ikke lige i nærheden af hvor jeg bor og deres åbnings tider er ikke gode nokde åbner alt for sent og har lukket om søndagen. jeg kunne kun vælge bring som udbringer af min pakke. sådan er stor virksomhed som jeres bør give kunderne mulighed for at vælge imellem flere udbringere. både postnordgls og dao ligger 1000 meter fra mig. bring der skulle jeg ud på en 12 km lang tur. det gjorde det så ikke bedre at i ikke havde alle varer på lager så på en ordre fik jeg 4 pakker og ingen af dem på samme dag. jeg ved godt at i gør det som god service at man får nogle af varerne med det samme. men giv dog køberen muligheden for selv at vælge om man vil ha det hele sendt samlet eller som flere pakker. selv havde jeg fortrukket nu da i bruger bring at kun hente 1 pakke. havde jeg haft mulighed for at få sendt med postnord så havde jeg nok valgt at det var ok med 4 pakker da de ligger 1000 meter fra mig og jeg allerede kan hente pakker hos dem fra kl. 7så kan vi nemlig hente dem inden vi tager på arbejde.
__label__3 ,leveringstid okpris alt for høj i forhold til kvalitet.
__label__1 ,kunne jeg give 0 stjerne så gjorde jeg det! jeg har nu ventet i en måned for at modtage en pakkeog jeg har stadig intet modtaget…. jeg har skrevet med kundeservice flere gangemen for konstant det samme svar. “pakken er blevet væk” eller “den har endnu ikke forladt vores lager” og den bedste “vi afsender så hurtigt som muligt” jeg har aldrig oplevet så ringe behandling! jeg har bedt om at få pengene tilbage hvis der intet skermen det svarer de ikke på! få nu styr på det her!
__label__1 ,jeg købte et restaureret apple watch til min kærestesom han var rigtig glad for!dog er den virkelig langsom til at oplade - fred være med det. vi fik en uoriginal kina oplader med - fred være med det. så faldt overfladen af opladeren affred være med det. men! da jeg så skriver til kundeservice at den faldt afda min kæreste ville sætte uret på overfladensiger de at det er en fysisk skade (no sh*t)men at det er vores egen skyldså vi skal bare købe en ny!syntes vi havde været meget large med demmen vi har alligevel en grænse for hvor meget vi skal finde os i.
__label__1 ,en bestilling uden information fra underleverandøren - det svenske sumodeal - som ikke havde varen på lager alligevel. jeg godkendte at vente og måtte vente endnu 16 dage. derefter måtte jeg selv kontakte underleverandøren for information om forsendelsensom de ikke kunne sporemen ville give mig 10% rabat for at vente i 6 uger uden information. cdon bør slutte samarbejdet med de svenske amatører fra sumodeal!!!
__label__1 ,jeg kan desværre ikke anbefale cdon.vomjeg har købt nogle produkter som jeg ønskerat returnere indenfor min 14 dages returperiode. desværre tager cdon ikke ansvar for deres underleverandører. de viderestilles til dem for at få en returlabel og disse underleverandører kender ikke lovgivingen de sælger indenfor.derfor har jeg nu skrevet omkring 10 beskeder frem og tilbage og ikke modtaget en returlabel endnu. dette synes at være ganske bemærkelsesværdigt at cdon kan sælge under overholdelse af lovgivingen.derfor skal i være sikre på at i vil beholde de produkter i køber da cdon.com ikke overholder lovgivingen med hensyn til 14 dages returret.
__label__1 ,jeg modtog et makeup spejl den 22/4 åbnede det den 23/4 til min datters fødselsdag og det var fuldstændig smadret !! hun havde ventede længe på den. de skriver man kan anmelde varen for transport skader eller reklamation men gøre man det vil siden ikke forsætte og jeg kan blive ved 100 gange . cdon hvis i ser den her besked det dårligt stil det var en fødselsdags gave til min lille datter og se og få skrevet til mig meget snartellers går anmeldelserne desværre videre jeres hjemmeside er ikke til og råbe hura for i har konstant teknisk fejl.og desuden er der ingen retur label brugsanvisning intet i pakken bare et smadret spejl . hilsen mona
__label__2 ,meget lang leveringstid. 11 dage efter bestilling. godt det ikke var til en gave.
__label__5 ,hej jeg startede med at handle på cdon i 2004 og har altid været tilfreds så det giver 5 stjerner. hej
