rating,review
__label__5 ,som altid meget tilfreds
__label__5 ,hurtig fin handel . virkelig ordentlig og sikker indpakning . varene ser fine ud
__label__5 ,fremragende service.jeg afbestilte en orde og bestilte og fik noget andet istedet for.hurtig ekspedition og god vejledning
__label__5 ,super hurtig levering. helt som aftalt. kan varmt anbefale.
__label__5 ,det var noget af en opgradering på mit højtalerkøb - og så til halv prisplus levering til døren.allan
__label__5 ,fint udvalg af kvalitetsvarer til gode priser hurtig ordreekspedition og levering
__label__5 ,fuldt tilfreds endnu en gang. god servicekompetent vejledning og fantastisk produkt. denne gang købte jeg shanling me700 til fin pris på black friday 
__label__5 ,er flere gangs køber hos tape connection. det duer hver gang. købte denne gang en lille tangent ampster bt 2som viser sig at være den eneste dims på markedet under 5000 dkk. som kan connecte og forstærke lyden fra et tv med optisk kabel. det er ikke fordi tape connectrion ellers arbejder i den billige endemen her er altså et scoop til 1500 dkk. tape connection er de eneste der sælger denne vare (som jeg kunne finde efter fire timer på nettet)og hold da op hvor man får lyd for pengene.reelt taknemmelig for en løsning som jeg før havde problemer medhvor jeg brugte en oversætter fra optisk til analog i en hi fi forstærkerfra tvet - men forskellen på optisk til optisk er markant. den lille smukke ampster bt 2 gør det godt. hvis man ellers bare er til hi fi sterotænker jeg at ampsteren vil kunne matche eller udkonkurrere samtlige såkaldte minianlægi den populære ende og til en pris som er utrolig. men højtalerne skal så selvfølgelig også være ordentlige.
__label__5 ,endnu en fin handel ved gutterne her. som vanligt hurtig ekspedition og levering. meget tilfreds.
__label__5 ,storslået hifi service. lad det være sagtjeg er storfan af tapeconnection ii. en fin lidt jydsk underspillet ekspertvidenlet og usnobbet tilgængelig rådgivning. tapeconnection er stedet hvor alle niveauer af hifi drømme kan udfolde sigog hvor rådgivningen er seriøs uanset stort eller lille budget. men giv agtdet er let at blive revet medbutikken har storslået sortiment. personalet er udsøgt roligt og imødekommendeog yderst kompetent. og der pushes ikkeder vejledes.
__label__5 ,hurtigvenlig og kompetent betjening
__label__5 ,stort udvalggode priser og hurtig levering
__label__5 ,hurtig forsendelse. fin returservice.
__label__5 ,har gennem tiden fået oprettet og godkendt finansieringtil køb af kvalitetsudstyr gennem tape connection og har altid været tilfredsmed den hurtige levering og deres kvalitetsproduktersom jeg stadig har i dag og ikke agter at skille mig af med.det er en butik for den sande hi-fi entusiast.
__label__5 , kæmpe chancer
__label__5 ,hurtig og problemfri handelog varen (en grammofon) havde jeg efter to dage.
__label__5 ,som altid god service og varen hurtigt afsendt.
__label__5 ,profeessionel og sikker håndtering. god varebskrivelsepræcis levering medd postnord. prisen i midtfeltet.
__label__5 ,venlig betjening og hurtig levering.
__label__5 ,købte en rega planar 3 (demo) til fordelagtig pris!kom med posten dagen efter. pakke afspilleren udder dog manglede en justering på armen. jeg skrev tilbage angående problemetog de sendte mig et passende stykke værktøjtil klare problemet!. go service!
__label__5 ,fantastisk personlig betjening. tapeconnection kan varmt anbefales.
__label__5 ,super tilfreds med mit køb. god service.
__label__5 ,god service og rigtig hurtig levering. kan varmt anbefales.
__label__5 ,effektiv og brugbar vejledning endte iat jeg købe alle lydkomponenterne til min hjemmebiograf.
__label__5 ,har sidst fået leveret iems som ikke normalt forhandles i butikken - o g medarbejderne har gjort meget for at skaffe mig dem - så jeg kan ikke være andet end tilfreds.
__label__5 ,super hurtig og pakket godt ind.herfra
__label__5 ,hurtig levering og til den bedste pris. egon weinreich
__label__5 ,gennem ret mange år stort set perfekt. pakke kommer til tiden.
__label__5 ,super service og fin betjening og respons fra tapeconnection. bruger dem igen når jeg mangler noget næste gang.
__label__5 ,der er ikke så meget at skrive. du bestiller varen på nettet og den kommer dagen efter. de har dog nogle søde e-mails undervejs i processen.
__label__5 ,super god service og vejledning. en butik medpersonalevder tydelig vis ed hvad de har med at gøre... noget man desværreikke møder så tit og især ikke i andre brancher ...
__label__5 ,god oplevelse som altid :)
__label__5 ,endnu engang...skal de have 5+ for deres service og rådgivning. glæder både ved online køb samt i butik.kan kun anbefale tape connection
__label__5 ,yderst tilfreds produktet svare til mine forventninger. selv om ventetiden var langhar der været en fin service i form af informationer ved levering.
__label__5 ,skulle have erstattet en fjernbetjening til en anthem 710 surround receiver. talte med claus som hjalp med at skaffe den originale fjernbetjening. der var lidt lang leveringstidmen alt i alt var det en rigtig god og positiv oplevelse at handle med tape connection - med en personlig betjening. mvh. andreas ernen-lyngholm
__label__5 ,jeg har udnyttet adskillige af tcs gode b-stock tilbudog de leverer altid varen hurtigt og i super stand.
__label__5 ,det var den billigste pris på det produkt jeg vil have. der var fri fragt og hurtig leveringudover det var da et lækkert katalog og lidt slik med i pakken.kan kun anbefales.
__label__5 ,kontaktede her 25. april 2022 tape connection telefonisk og kom i tale med claus. forklarede min problemstilling (forbedring af lyd fra mini pc/htpc til surround forstærker)jeg havde selv googlet mig frem til da converterog ville spørge specifikt til 2 udvalgte modeller hos tape connection. claus udvidste dog stor interesse for mit konkrete setupså ud over at de da convertere jeg havde kigget påfik han mig guidet til et andet setup i min nuværende konfiguration. vi talte ydermere om andre aspekter i mit setup (projektor) + fremtidigt skift fra nuværende reciever til nyerehvilket som sagt kommer på talemen på senere tidspunkt.jeg kan hermed kun stærkt anbefale tape connectionjeg har sjældent (og ikke kun i 2022)oplevet så dybdegående kundeservice - fantastisk engagementog stort tak til claus og tape connectiontop notch!
__label__5 ,meget kompetent rådgivning.hurtig og præcis levering.kan kun anbefalesjohn
__label__5 ,perfekt varekun postnord svigtede pga påskenlaaaang leveringstid - posten arbejder åbenbart ikke i pådken
__label__5 ,fungerede perfekt og den lange rejse til færøerne
__label__5 ,kundeservice i top. fik hurtigt svar på spørgsmål.hurtig leveringog ikke mindst : top produkt ( parasound )som fungerer perfekt.
__label__5 ,super god service hurtig leveringbare i orden
__label__5 ,god service. hurtig levering. nemt og enkelt.
__label__5 ,endnu en gang en hurtig og fejlfri levering af elektronik.
__label__5 ,super god service. altid en fornøjelse at handle hos t.c.
__label__5 ,altid klar med god og faglig vejledninghurtig forsendelse og godt pakket som altid 
__label__5 ,igen en rigtig god oplevelse selv i en svær tid med halvleder mangel
__label__5 ,super service og tilbagemelding under købsprocessen. hurtig ekspedition :)
__label__5 ,det hele gik som smurtog som lovet. til en konkurrence dygtig pris. jeg kommer til at handle der igen.
__label__5 ,hurtig levering. god kommunikation på telefonen.
__label__5 ,der var en god vejledning i telefonenog ingen over salg med reel vejlednibg
__label__4 ,meget hurtig og effektiv levering med god information undervejs. desværre kan produktet ikke anvendes som forventet – og det er ikke tape connections skyld – så jeg vil gerne ophæve købet. får også hurtigt i forlængelse af et telefonopkald en returlabel pr. mail og returnerer den købte vare. kan i postnords app følge med iat forsendelsen er leveret den 30. december. den 7. januar har jeg stadig intet hørt og ingen penge modtagetså jeg ringer igen og får først i forlængelse heraf mine penge retur. det koster desværre en stjerne – men skal ikke forhindre mig i at handle hos tape connection en anden gang.
__label__3 ,anmeldelse. alt okhurtig betjening
__label__5 ,jeg har fået en god vejledning inden købet. ordren er ankommet 1 dag efter købet.
__label__5 ,perfekt handel. hurtig levering.
__label__5 ,lynhurtig leverance. godt emballeretog produktet var 100% i orden
__label__5 ,lynhurtigt ekspedition og forsendelse. top produkter.
__label__5 ,altid fedt at handle hos tape connection gode priservarieret udvalg osv...
__label__5 ,super service og hurtig levering. jeg er så tilfreds.
__label__5 ,super servicemindet rådgivning!de brugte meget tid på at forklare og rådgive migselvom det ikke var et stort indkøb. kan anbefales på det varmeste!
__label__5 ,god vejledning ifm. køb af produkter. venlig service og meget rimelige priser. kunne ikke være bedre for mit vedkommende.
__label__5 ,gode produkter og hurtig levering. perfekt
__label__5 ,god oplevelsehele vejen igennem
__label__5 ,super fedt ok
__label__5 ,overskuelig webshopgode priserhurtigt levering
__label__5 ,de har tårnhøj service. bruger tapeconnection igennæste gang jeg får hifi-ideer.
__label__5 ,virker meget professionel go og fin betjening
__label__5 ,tape connection har en god og overskuelig hjemmesidesom er nem at finde rundt i. produkterne er godt beskrevet. hurtig levering.
__label__5 ,bestillte en usb dac shanling ua2 og som sædvanlig super hurtig levering
__label__4 ,udemærket og rimelig hurtig ekspedition af bestilt strømforsyning
__label__5 ,jeg bestilte et sæt klipsch højtalereservicen var god og jeg fik mine fives relativt hurtigt – det skal lige nævnes at jeg bestilte fra grønland.
__label__5 ,det er anden gang jeg handler med tape connection og ikke sidste gang. super hurtig ekspedition af ordre. har absolut intet at klage over. kan på det varmeste anbefale dem.
__label__4 ,i skulle have kontrolleret varen før afsendelsen men i reddede på målstregen.
__label__5 ,god vejledningog gratis hurtig levering lige til døren. helt perfekt.
__label__5 ,fint hurtig levering. godt produkt
__label__4 ,perfekt nethandelmen ved køb i butikken var der fabriks fejl på varen det var de lidt længe om at anerkendemen ellers er det et godt sted at handle hifi udstyr. mvh. jr
__label__5 ,super god service
__label__5 ,vanvittig go service! købte en pickup og fik sidenhen hjælp over telefonen til at montere den korrekt.
__label__5 ,dejligt kvalitetsprodukthurtig og præcis leveringkun godt at sige
__label__5 ,rådgivningbestilling og levering - igen en god oplevelse.
__label__5 ,meget venligog serviceminded butik.
__label__5 ,jeg har købt en audeze lcd-2 classic ved simon kirk fra tape connection. lcd-2c er muligvis ikke den billigste hovedtelefonmen står for mig som lydreproduktion af ypperste klasse. dynamikåbenhedbalanceret og med tilstrækkelig smæk på bassen. skal man have det meste ud af denså er en kvalitets dac + forstærker en klar gevinst.tape connection udmærker sig med stort udvalg og enorm viden på hele hifi området. simon kirk er for mig den ypperste hjælper man kan have på holdetnår man skal finde et hifi udstyr. hans viden er enorm og overgås kun af hans hjælpsomhed. han går ikke efter at sælge mest muligt men efter man får den bedste samlede hifi kæde. tak for det !!
__label__5 ,god og vedholdende chatder blev videreført på mailhvor jeg uploadet videoder tålmodigt og grundigt bistod med at løse diverse hi-fi-problemer.
__label__5 ,alt forløb som det skullehurtig levering uden problemer !sådan har det været hver gang jeg har handlet her !super service og flinke menesker ;)
__label__5 ,jeg er meget tilfreds at handle hos jer :) god kunderservice og hurtig svar ^^
__label__5 ,god service og informationselvom jeg måtte vente på produkt fra fabrikanten.
__label__5 ,i er som altid gode at handle med og det er lækre ting i sælger.de varmeste anbefalinger fra mig.
__label__5 ,lynhurtig levering og gode svar fra supporten. fremragende.
__label__5 ,god kundeservicemen kunne godt være lidt hurtigere til at svare på tlf.men ellers er alt ok.
__label__5 ,3. gang jeg handler med tc. yderst tilfreds
__label__5 ,servicelevering vejledning alt det virker bare
__label__5 ,intet at sætte en finger på! lynhurtig afsendelse efter bestilling! perfekt!! :)
__label__5 ,hurtig ekspedition og gode kvalitetsprodukter.
__label__5 ,altid godt at handle herbåde online og i butikken
__label__5 ,hurtig og god service i telefon og meget hjælpsomme.
__label__5 ,fremragende telefonisk betjening inden netbestilling - udstyret blev leveret dagen efter.
__label__5 ,super god hjælp og service ifm indkøb af nyt anlæg og højttalere. kan kun anbefales
__label__5 ,hurtig leveringflink og kompetent vejledning. råd og vejledning om det jeg spørger om ikke smrterøv sælgere der forsøger at sælge mig noget meget dyrere
__label__5 ,i første omgang bestilte jeg en bestemt pladespiller og riaa forforstærker til mit nuværende anlæg. det blev leveret allerede efter en arbejdsdagi virkelig god pakningog ubrudte emballage fra den tjekkiske fabrikant.efter nogle dage bestilte jeg yderligere en speciel pladespillerhylde samt nogle kabler. alt igen leveret lige så perfekt. man betaler ikke ekstra for levering hos tape connectionog fornemmerat de har totalt styr det heleinkl. løbende kommunikation og ordrebekræftelserfakturering mm. det kan ikke gøres bedre !
__label__5 ,hurtig leveringgod indpakningalt som beskrevet.intet at komme efter her 100+ kundeoplevelse.
__label__5 ,hurtig ekspedition og god kontakt og orientering i ventetiden.
__label__5 ,hurtig leveringsikker indpakninggodt udvalggratis fragt
__label__5 ,jeg fik det jeg bestilte. gode beskrivelser af produkterne. tak.
__label__5 ,fin service flinke til at opdater hvordan det gik med bestillingen
__label__5 ,dejligt sted at handle. venligt personale og udemærket priser.eneste negative man kan sige om shoppen er at det kun er postnord der er mulighed at få leveret med.
__label__5 ,bestilte drivremfik drivrem og lakridser. det er 110% i orden!
__label__5 ,fantastisk butik og mega hurtig ekspedition af ordren.der gik ca kun 10 minutter fra jeg havde betalt for mit produkttil det var pakket og afsendt. en butik/webshop der er værd at fortælle om til andre.
__label__5 ,kanon hjemmesidegodt udvalg og rigtig hurtigt levering- christopher meldgaard
__label__5 ,der var ingen problemer med pakken og varen er ok så fem stjerner.
__label__5 ,helt perfekt! lynhurtig levering!jeg har fået mig en ny favorit hi-fi butik! jeg kommer ud og finder en ny pladespiller hos jer inden så længe.
__label__5 ,hej jeg er super tilfreds med min handel med tape connection meget fin indpakning så 5 stk fra mig 
__label__5 ,superhurtigt levering!!
__label__4 ,hurtig levering til pakkeshop. og god indpakning af de højtalere jeg fik leveret.
__label__5 ,super betjening og lækre sager.pakken var gået itu.postvæsenet beklagede og havde lukket pakken igen. der manglede dog2 dyre supra stik. tape connection udleverede 2 andre stik med det samme uden beregning (tak).så der er god service.knud albertsen
__label__5 ,jeg bestilte søndag og havde mine varer tirsdag. priserne er ok og der er passende information undervejs i ordren. det er rart at have forretninger som tapeconnection.
__label__5 ,alt var perfektleveringproduktpris
__label__5 ,hurtig levering - og kvaliteten var rigtig god.
__label__5 ,fuld tilfredshed herfra p.g.a. altid venlige mennesker som sørger for at hjælpe dig med det du evt. er i tvivl om...
__label__4 ,xxxxxxxxxxxxxxx
__label__5 ,bestilte en pro-ject pre box s2 digital og er super godt tilfreds med produktet. tak for en hurtig levering og lakridserne !
__label__5 ,meget fin og hurtig kompetent behandling.
__label__5 ,hurtig og gratis levering helt uden problemer. helt igennem i orden.
__label__5 ,har før handlet med tape connection og det har altid været en god oplevelse gælder både online og i butikken.
__label__5 ,bestilte en nåletryksvægt den 30-8 den var klar til afhentning dagen efter så 5 stjerner herfra. mvh leif
__label__5 ,hurtigt og præcis ekspedition på denne min første online ordre.
__label__5 ,perfekt servicevejledning og hurtig levering.
__label__5 ,jeg har købt hifi-udstyr hos tape connection flere gange og har altid været tilfreds. leveringstid og emballering har altid været tilfredsstillende.jeg har været forbi butikken ved aarhus en enkelt gang og fik meget kyndig og individualiseret vejledning.det er bestemt ikke sidste gangjeg køber hifi-udstyr hos dem!
__label__5 ,da mit setup manglede et par gode kompakt højtaleretil at give mig et ekstra skub i mellemtone-bas områdetforhørte jeg mig hos tape connection og de fandt den helt rigtige løsning. jeg har før købt både cd afspiller og også receiver hos demog jeg føler virkelig at de er kompetente og interesserede i ens behov. også fedt at de har et meget stort udvalg af produkter fra forskellige brandsdet er ikke mange steder man ser så varieret et udvalg. rigtig god oplevelse
__label__5 ,kom hurtigt selvom postnord mente det var forsinket.gode produkter :)
__label__5 ,hurtig og proff. behandling . . .
__label__5 ,fremragende servicegodt sted at handle
__label__5 ,bestilte varen sent om eftermiddagen den ene dag. og dagen efter var varen leveret på min adresse. sådan skal det gøres!
__label__5 ,man bliver helt forpustet med den hurtige levering - flot!
__label__5 ,jeg elsker det nye mobilepay checkout. super nemt og sikkert 
__label__5 ,problemfri betaling med mastercard samt gratis levering med post nordwhats not to like
__label__5 ,som sædvanligt var det en god oplevelse. godt emballeret forsendelsegodt med relevant information om forsendelsen. og så lidt mundgodt oveni :-).
__label__3 ,ok varemen langsom svaretider
__label__5 ,hi-fi en gang for længe siden var der en radio- tv forhandler i langt de fleste byerder findes stadig få butikker på nettet der nægter at overgive sig til afviklingen af samfundet tak for det.
__label__5 ,jeg modtog for et par dage siden et par splinternye hifiman sundara hovedtelefoner som desværre var defekte ved ankomsten (venstre side virkede ikke).jeg skrev en venlig mail til tape connection og fik svar 20 minutter efter - med returlabel og det hele.jeg sendte hørebøfferne tilbage og modtog få dage efter et nyt sæt hifiman sundara hovedtelefoner som virker helt som de skal.tape connection kan bestemt ikke ankes for at hovedtelefonerne var blevet beskadiget i transportenmen de kan bestemt roses for deres hurtige og professionelle håndtering af sagen.en meget tilfreds kunde hos tape connection :-)
__label__5 ,ok leveringstid problemfri handel
__label__5 ,alt perfekt!
__label__5 ,stort udvalg af kvalitets hifi. her finder man hvad man har brug for. meget hurtig levering og opfølgning.
__label__5 ,fremragende og hurtig betjening efter en behagelig og informativ samtale med lidt rådgivning på telefonen. lagde ordren på en marantz sr5015 samme dagog næste dag blev den leveret med posten.
__label__5 ,vanvittig god service og hurtig levering!
__label__5 ,glad for mit køb ( yamaha forstærker ) god lyd . hurtig levering
__label__5 ,det virker bare - hver gang.
__label__5 ,jeg er yderst tilfreds med den behandling jeg har fået hos tape connection. personalet ved hvad de taler om og behandler deres kunder med respekt og venlighed. højeste anbefaling herfra.
__label__5 ,varen ankom hurtigt og uden forsinkelser.
__label__5 ,god kompetent rådgivning og rigtig god kommunikationmed simon omkring højttalere.
__label__5 ,meget kompetent rådgivning og højt service niveau. intet mindre
__label__5 ,hurtig levering tommel op herfra 
__label__4 ,fint var det!
__label__5 ,hurtig venlig og korrekt ekspedition
__label__5 ,super hurtig betjening og leveringgod information undervejs. det bedste af det hele er at jeg nu har nogle fantastiske højtaler. dynaudio evoke 20 kan varmt anbefales.
__label__5 ,meget hurtig og gratis levering til hjemmeadresse.
__label__5 ,hurtig levering og god service. et stort tak til simon k
__label__5 ,super holder hvad de lover
__label__5 ,altid spændende ting og sager. hurtig levering.
__label__5 ,gode priserhurtig - og ikke mindst - gratis levering. sådan.
__label__5 ,god servicemen jeg synes i skulle vælge postnord frade er for hårde ved pakkerne
__label__5 ,hurtig eksekvering af ordremodtog varen dagen derpå.generel tilfreds med servicen fra tape connction og det er meget muligt ikke sidste gang at jeg handler hos dem.
__label__5 ,tilfredsstillende købeoplevelse. alt er godt!
__label__5 ,service i top! ingen bøvl overhovedet
__label__5 ,hurtig afsendinghurtigt modtagettilstrækkelig indpakningnul problemer.
__label__5 ,fremragende service
__label__5 ,købte et qed reference 403 m signalkabel. aldeles fortryllende. hurtig levering som lovet. tak til simon for råd og dåd.
__label__5 ,fuldt ud tilfreds. den bestilte vare kom hurtig. de har et stort udvalgså det er ikke svært at finde detman har brug for.kan anbefales!
__label__5 ,super service og levering fra dag til dag.
__label__5 ,jeg er absolut tilfreds med min handel hos tape connectiongod information på hjemmesiden om produktet og kort leveringstidså en god oplevelse.
__label__5 ,kompetent vejledning og hurtig varelevering.
__label__5 ,jeg har handlet med tape connection et par gange og er uhyre tilfreds. fantastiske produkter og flot service. kan varmt anbefales!
__label__5 ,produktet var ikke på lagerog det vidste jeg inden jeg bestilte. japanerne overholdt ikke den lovede leveringstidmen det er jo ikke tape connections skyld.emnet ankom uskadt og leveret til døren.
__label__5 ,lækkert pakkethurtigt og til en fin pris. har lyst at handle med dem igen. og super lækkert katalog.
__label__5 ,modtog en pick up der var defekt.der kom en ny u/b et par dage efter.super god service.
__label__5 ,fremragende.hurtig med rådgivning og leverancesom så også er gratis uanset beløb. kan kun anbefales
__label__5 ,kompetente medarbejdere og glimrende kundeservice !
__label__5 ,vil gøre forretninger med tape connection igen.
__label__5 ,fantastisk oplevelse. produktet kom hurtigt og havde et dejligt katalog med som er skønt at have. kan varmt anbefales.
__label__3 ,meget lang leveringstidde 2-5 dage blev til knap en måned. der kunne god proaktivt kommunikeres om ordrennår forventede leveringstider ikke kan overholdes.der var ingen problemer med selve varender virker upåklageligt.
__label__5 ,var inde for at høre et par dynaudio højttalere og fik i den forbindelse en rigtig god snak med indehaveren (claus). super sympatisk mand - med dyb viden om produkterne han sælger. det her er virkelig et fedt sted at handleog det er ikke sidste gang jeg har været her.
__label__5 ,hurtigt og effektivt. 100% tilfreds!
__label__5 ,hurtig og problemfri levering af produkt bestilt på nettet.
__label__5 ,utrolig hurtig levering. god site for hifi.
__label__5 ,super godthurtigt levering
__label__5 ,som altid effektiv og korrekt behandling til fin pris. taksørensimon og alle i andre. til lykke med de nye lokaler i højbjerg.
__label__5 ,super hurtig levering og lækre produkter :)
__label__5 ,jeg bestilte et par kef lsx på hjemmesiden og de stod hjemme hos mig og spillede 2 dage senerealt i alt er jeg meget tilfreds med både prisleveringstid samt information angående levering!mvh claus
__label__5 ,modtog varen hurtigt og god kundeservice
__label__4 ,købt ny jvc projektor lampemanglede fyld i den extra/ dobbelt kasseså den havde ikke megen effektellers alt fint.
__label__4 ,nem hjemmeside - hurtig levering.hele set-up på fb og instagram er nice!!
__label__5 ,alt i ordensuper indpakket
__label__5 ,har bestilt ifi signature idsd fra tape connection og fik leveret det allerede dagen efter. hurtig levering og pålidelig service. kan kun anbefale .
__label__5 ,købte hovedtelefoner. prisen var den rigtigeden samme som hos konkurrenterne. gratis fragt.og så havde jegsom lovetvaren allerede dagen efter. fornemt!
__label__5 ,ordren blev leveret dagen efter bestillingen og varen var som beskrevet på hjemmesiden.
__label__5 ,hurtig leveringingen problemer.
__label__5 ,alt super ligesom første gang jeg handlede.
__label__5 ,du får en god rådgivningog de har et godt udvalg af kvalitetsprodukter. her går du ikke galt i byen.
__label__5 ,hurtig leveringgod service
__label__5 ,pladespilleren kører for langsomt...hvem kan se på den? coronalukkethedhåbløst....lille åbning i fredags...skal aflevere bøger på dokk 1. og ved siden af ser jeg aktivitet ved tape connection. de er ved at lukke - og skifte adresse - finder jeg ud af. de har travlt. med at flytte gear over på deres flyttevogn - eller flyttevogne? men claus kommer udda jeg henvender mig. og giver sig tid. på den hjælpesommevenlige måde. jeg forklarer problemet. og han giver sig tid til at forklare mig eventuelle årsager til problemet. og jeg er velkommen til at kontakte dem på den nye adressehvis jeg har brug for det. det gjorde jeg i dag. jeg er velkommen til at kigge forbi. så jeg dukker op på den nye adresse. og hvem ser jeg som den første? claus. han kigger på min pladespiller. sekundlim - er løsningen. mener han. har desværre ikke noget. jeg vandrer afsted. finder det. kommer tilbage. og hvad gør claus? limer problemet væk. erfarer jeg hjemme igen. og. beside the point. men alligevel. jeg er 52. så at kunne høre santanas caravanserai igen....gør ord fattige...i forhold til beskrivelsen af oplevelsen... inden jeg gårspørger jeg claushvad det skal koste? 'se det som et åbningstilbud'. med andre ord. claus hjælper mig vederlagsfrit. hele vejen igennem var claus venlig og parat til at hjælpe - på trods af travlhed med at flyttebutik fra en adresse til en anden og få gear installeret det nye stedsøren nymarks vej 21 i højbjerg. og som sagt. og rigtig vigtigt. det var ikke en venlighed og hjælpsomhed som var funderet i bagvedliggende tanker om salg af dit eller dat. han var bare sødvenlig og hjælpsom. og hvor tit. er det lige. man oplever det? så tak for en super dejlig menneskelig oplevelse;-)søren fra århus
__label__5 ,god webshophurtig levering og indpakket korrekt.
__label__5 ,super god oplevelse. fra bestilling til modtagelse af varen.
__label__5 ,god og informativ hjemmeside med top lækre og bedste enheder. bestilte søndag aftenmodtog allerede tirsdag. trods en bette ordre på 79kr var fragten gratis. et sted jeg handler igen og helt klart vil aflægge et fysisk besøg.
__label__5 ,rigtig god oplevelse at handle med tape connection!
__label__5 ,perfekt service
__label__5 ,købt lotoo dap. der var som forventet lidt leveringstidda ej på lagerhvilket også fremgik tydeligt på hjemmesiden. men rigtig god kommunikation undervejs omkring statusbåde da den var bestilt samt afsendt fra leverandør og igen da den blev afsendt fra butikken. leveringstid var også fuldt i overensstemmelse med hvad var angivet på butikkens hjemmeside.
__label__5 ,super service. engageret og meget hjælpsom. det er højt værdsat at man kan få hjælp og rådgivning over telefonnu da man ikke kan komme i butikken :-)meget professionelt!
__label__5 ,super godt kanon
__label__5 ,ingen problemer overhovedet.
__label__5 ,super tilfreds med handlen. fik med det samme en besked omat detjeg havde bestilt (et par hovedtelefoner)skulle afsendes fra leverandøren først. jeg blev løbende holdt opdateret og havde en klar fornemmelse afat der var helt styr på sagerne. det viste sig såat leverandøren ikke havde det kabelsom jeg havde valgtmen der sørgede tape connection for at lægge mit valg med i pakkenså jeg endte med at få 2 kabler uden ekstra beregning. det er super service. :)
__label__4 ,gik 10 dage før jeg fik mine varerme alt var som bestilt.
__label__5 ,hurtig og effektivt!ikke sidste handel her!
__label__5 ,altid super godt
__label__5 ,5 af de store herfra..ankom til tiden.
__label__1 ,har ikke fået min forsendelse men fejlen ligger nok hos postnord
__label__5 ,denne anmeldelse er udelukkende baseret på nethandel.en fremragende oplevelse. let at bestille og betale for produktet. forsendelsen er utrolig hurtigog du har overblik fra start til slut. dette er for mig særligt positivtda det er medvirkende til en langt større tryghed ved køb. yderligere er jeg overrasket over konkurrencedygtige priserda dette sjældent er tilfældet med en fysisk butik beliggende i centrum. top notchog jeg vil klart vende tilbage efter denne oplevelse.morten.
__label__5 ,super sevicehurtige og saglige svarkan klart anbefales ...
__label__5 ,bestilte torsdag eftermiddag og modtog varen næste formiddag - prisen var også skarp.
__label__5 ,super serviceog effektiv leveringib
