rating,review
__label__5 ,super hurtig levering. pakket fint sammen. god servicegode produktertil billige priser. køber gerne fra isport igen
__label__5 ,god hjemmeside hurtig betjeningyderst tilfreds 
__label__5 ,let overskuelig hjemmeside varen kom hurtigt og uden problemer
__label__5 ,et smart produkt der er let at betjenefylder ikke meget og virker efter hensigten.
__label__5 ,hurtig levering som er det vigtigste for mig i få 5 stjerner 
__label__5 ,bestilte en massagepistol og fortrød købet. fik hurtigt sendt en returlabelhvilket jeg sætter stor pris på. ( ved jo endnu ikkeom pengene kommer returmen det går jeg da stærkt ud fra :).….opdatering: pengene kom returda jeg sendte pakken. rigtig god stil!
__label__5 ,varen ankom hurtigtog varen er fin som forventet. intet at klage over.bruger dem gerne igen.
__label__5 ,virkelig hurtig leveringfair priser.
__label__5 ,fantastisk hurtig leveringog varen levede fuldt ud op til mine forventninger 
__label__4 ,fik hurtig den bestilte vare. den virker tilsyneladende fint. men synes det er for dårlig der ikke er en brugsanvisning medså jeg kan se hvad de forskellige hoveder er til. købte en massage pistol. der stod heller ikke navn på hvad den hedså det kunne googles. derfor får de kun 4 stjerner.
__label__5 ,hurtig servicerigtig fint produkt.
__label__5 ,meget hurtig levering.selve process var helt efter bogen og noget andre leverandør kun lære af.
__label__4 ,jeg havde en god oplevelse med i-sport der var ingen problemer mvh. torben
__label__5 ,fantastisk service! bestilte træningselastikker fra isports. det lykkedes postnord at miste/fejllevere min pakke. allerede inden postnord fik taget sig sammen til at se på sagensendte isports en ny pakke elastikker. vil definitivt handle der igen!
__label__5 ,varen lever fuldt op til det forventede.levering efter to dage.
__label__5 ,nemt at bestille god kundeservice og hurtig levering
__label__5 ,produktet præcist som beskrevetabsolut fair prishurtig levering
__label__5 ,hurtig levering og super godt produkt. vi er virkelig glade for vores nye massagepistol
__label__5 ,alt som lovet og lynhurtig levering dagen efter 
__label__5 ,gode produkter. hurtig levering.
__label__5 ,hurtig levering og produktet lever op til forventninger
__label__5 ,super hurtig levering. dejligt.
__label__4 ,service er hurtig. vi modtog varen efter 2 dage.vores eneste bemærkning er at de viste 2 forskellige design på billedernemen man havde ikke mulighed for at vælge den man bedst kan lide.
__label__5 ,hurtig levering. varen lever helt op til forventningen.
__label__5 ,fine priser. hurtig levering.
__label__5 ,hurtig levering og det er simpelthen en rigtig god massage pistol kan kun anbefales 
__label__5 ,købte 1 massage pistol og isports var de billigste på nettet og dag til dag levering.
__label__5 ,er veldig tilfreds med produkterne og hurtig levering. et godt firma.
__label__5 ,super hurtig service og et rigtigt godt produkt som opfylder alle forventninger
__label__5 ,første gang jeg handler her og kan kun sige min oplevelse har været poseliv. hurtig leveringgod info om forsendelse og varen helt som forventet.
__label__5 ,meget hurtig levering med info undervejs.
__label__5 ,gode priser. hurtig levering.
__label__5 ,god service og hurtig betjening
__label__5 ,bestilte en pro massagepistolder blev lev. få dage efter og produktet lever fuldt ud op til forventningerne 
__label__5 ,hurtig levering. alt ok 
__label__5 ,isport.dk ekspedition information højeste kundetilfredshed - desværre var leveringen med gls skyld i 4 dages forsinkelse - trods leverings sms sagde pakken var indscannet af gls og ankommet dagen efter men pakken blev først leveret af gls på 4 dagen hvor pakken ankom til udleveringsstedet.
__label__5 ,super godt...hurtig levering og godt produkt til en god pris.
__label__5 ,super hodt produkt i det hele taget. meget god kvalitet og blev leveret til min dør indenfor 3 arbejdsdage
__label__5 ,fine priser og hurtig levering stabile varer. jeg er meget tilfreds
__label__5 ,hurtig leveringbestilte fredag middag og kunne afhente produktet allerede lørdag.
__label__5 ,er meget tilfreds og er hurtigt at levere produkter 
__label__5 ,god pris70 kr. billigere for en håndstøvsuger til bilen ift. næstbilligste.hurtig levering 
__label__5 ,hurtig levering og produkter der lever op til forventningerne
__label__5 ,super fint det hele. nemt at finde rundt på hjemmesidenokay priser og hurtigt levering.
__label__5 ,varenen jumpstarter/stor powerbankblev sendt med det samme og er af god kvalitet.
__label__5 ,god service og hurtig levering. kan kun anbefales
__label__4 ,januar udsalg...fine priser og okay kvalitetkøbte en massagepistolsyntes stadigvæk der manglede lidt i beskrivelsenså som slagdybten mv. men den virker som den skal...og det er jo det som er vigtigt...varen blev sendt super hurtigt
__label__5 ,super hurtig service. godt produkt. meget tilfreds. hilsen søren
__label__5 ,det er et rigtig godt massage apparat 
__label__5 ,nem bestilling og hurtig levering. oversigt over ordre detaljer samt levering fulgte med hele vejen. kunne sagtens finde påat bestille derfra igen:-)
__label__5 ,alt som lovet. ingen problemer og hurtig levering.
__label__5 ,hurtig leveringnemt og lige til.
__label__5 ,superfik hva jeg bestiltesamt hurtig levering
__label__5 ,fantastisk kvalitet! med brugshenvisning osv. udover detteså var den her efter en dag! fantastisk service! tak :)
__label__5 ,hurtig levering og produktet (massagepistol) virkersom en fin kvalitet til prisen.
__label__5 ,hurtig levering. produktet lever op til forventningen
__label__5 ,sindssyg hurtig levering. de leverede pakken selv på en lørdag.
__label__5 ,fik mine varer hurtigt. dejligt :-)
__label__5 ,super god service. jeg bestilte nogen vare og hurtigt efter kunne jeg følge min pakke. desværre formåede dao ikke at give samme gode service. jeg kunne følge min pakke til at den var blevet beskadiget undervejs og var havnet på et lagermere har jeg så ikke hørt til pakken. jeg skrev til isports og forklarede hvad jeg kunne seog de gav super service og sendte en ny pakke afsted med gls som jeg så havde dagen efter. jeg kan klart anbefale dem.
__label__3 ,lang ventetid i form af fragten
__label__5 ,meget hurtigt ekspedition af fint produkt.
__label__5 ,god servicehurtig ekspedition og produkterne og prisen hænger godt sammen. alt i alt en god oplevelse.jeg købte i øvrigt eleastiker til genoptræning.
__label__5 ,levering dagen efter bestilling - det er bare super.
__label__5 ,hurtig levering. købte massagepistol til markeds nok bedste pris. hurtig respons fra sælger ang spørgsmål. fik en rigtig god behandling og handler der gerne igen. kan godt anbefale at handle der.
__label__5 ,kan klart anbefales til alle super massagepistol til ingen penge
__label__5 ,hurtig levering og varen levede op til forventningerne.
__label__5 ,hurtig levering og nem bestilling. :)
__label__5 ,nemt at handle og hurtig levering . varen var ligesom beskrevet. ikke sidste gang jeg handler her
__label__5 ,super hurtig levering. gode produkter.
__label__5 ,hurtig levering og meget høflig og venlig service også på telefonen.
__label__5 ,nemt at bestilleog lynhurtig levering
__label__5 ,hurtig levering. god pris og produkt ok.
__label__4 ,er godt tilfreds med at handle derhurtig levering
__label__5 ,godt produkt til prisen og hurtig levering. kan anbefales.
__label__5 ,venlig kundeservice og hurtig ekspedition
__label__5 ,får en rigtig god behandling så jeg kan varmt anbefale
__label__5 ,god servicevaren kom hurtigt
__label__5 ,gode produkterhurtig levering.
__label__5 ,nem oversigthurtig levering
__label__5 ,hurtig levering. fin vare.
__label__5 ,super hurtigt modtaget
__label__5 ,quick delivery. and good prices.
__label__4 ,alt gik hurtig og vare var som lovet
__label__5 ,hurtig levering og rigtig godt tilfreds med varen.
__label__5 ,jeg havde store problemer med daosom skrev at de havde afleveret pakkenselvom den ikke var at finde nogle steder. der var god kommunikation med isportsog da dao efter to uger stadig ikke reageredefik jeg tilbagebetalt mine pengeda det udstyr jeg havde bestilt desværre var i restordre. meget god service fra isportskan bestemt anbefale at handle her!
__label__5 ,mega god og hurtigt service. jeg havde problemer med dao der ikke havde afleveret min pakke herfrajeg fik en ny kvit og frit og sendt med et andet fragtfirma
__label__5 ,fra købtil jeg fik min pakke (vare) gik der 30 timer
__label__5 ,jeg kan kun give isports.dk min varmeste anbefaling. alt var helt igennem perfekt og leveringen superhurtig!
__label__5 ,hurtig leveringog lige til døren! 
__label__5 ,hurtig leveringgod kundeservice - alt som det skal være. der bestiller jeg gerne fra en anden gang.
__label__5 ,super hurtig leveringsamt gode produkter
__label__5 ,hurtig og nem. fin vare der passer til beskrivelsen.
__label__5 ,fantastisk service. bestilte en varesom blev leveret dagen efter.
__label__5 ,nemtnemtnemt og virkelig hurtig levering.
__label__5 ,jeg bestilte en massagepistol og fik den indenfor 2 dage. den er enormt god trods prisenog deres kundeservice er i top mht. undren inden bestillinger. kan klart anbefales!
__label__5 ,det gik hurtigt og nemt med køb
__label__5 ,hurtig levering. kom allerede dagen efter. fine varer... thumbs up her fra
__label__5 ,købte en yogamåtte som jeg er meget glad for. jeg fik den under et døgn efter jeg havde bestilt den. det er ret hurtigt synes jeg.
__label__4 ,god servicemeget hurtig levering.
__label__5 ,to dagefra bestilling til modtagelse
__label__5 ,hurtig levering alt ok
__label__5 ,hurtig levering.
__label__5 ,go servicefik varen hurtigt :)
__label__5 ,bestilte lidt forskelligt trænings udstyr.der var desværre en af de bestilte ting der var defekt. kontaktede herefter isports. hvor karim hurtig gav respons. og sendte en ny uden problemer efter jeg havde sent dokumentation. de har rigtig god serviceog næste gang jeg skal have noget bliver det højst sandsynligt hos dem igen.
__label__4 ,modtag varen med et defect håndtag. det var dog ikke noget problem at få tilsendt et nyt håndtag. der var hurtig respons
__label__5 ,super serviceleveringen hurtigallerede dagen efter jeg bestilte modtog jeg varen
__label__4 ,nem bestillingmeget hurtig levering. produktet (pilates bar) er rusten indenimen kvaliteten er fin ift. prisen.
__label__5 ,gode materialer og fungere fint . kom hurtigt
__label__5 ,super levering!!!pakken ankom inden 24 timer!
__label__2 ,produkterne er egentlig okey. click and collect var lidt underligt. skiltet på døren var bare et udprintet papir og så var døren låst. dernæst var jeg meget utilfreds med at isportsuden mit samtykkeposter hvad jeg har købt på deres hjemmeside. det synes jeg ikke er iorden.
__label__4 ,hurtig levering og varen fungeresom den skal
