rating,review
__label__5 ,en god bank der giver lov til mange ting.jeg har aldrig fået nejdet kan ikke lade sig gørejeg er altid blevet mødt afat det kigger vi da lige på og så finder vi en løsning på det.jeg er meget tilfreds med banken og ikke mindst min bankrådgiver ( jdc )
__label__5 ,en fantastisk bank og arbejde med. er så nem at få fat i vores rådgiver jesper clausen
__label__4 ,ny rådgivervi fik høflig og saglig betjening og rådgivning
__label__5 ,meget tilfreds hele vejen rundt. super!
__label__2 ,ok men ingen konkret hjælp. ingen sparring eller initiativ eller gode råd
__label__5 ,det er en bank man kan stole på med med rigtig god service kan kun anbefale at flytte til dem
__label__5 ,altid hurtig og god betjening. en god bank med korte beslutningsveje og super rådgivning.
__label__5 ,en dejlig bank og nogle dygtige rådgiver 
__label__5 ,jeg er ny i banken og oplevet en fremragende service.
__label__5 ,har oplevet super samarbejde med min rådgiver!
__label__5 ,god oplevelse og rådgivning fra kunderådgiver.til at få fat i pr. mail og telefon
__label__5 ,5 stjernerfordi vestjyskbankder gør sit arbejde bedst og altid pålidelig. når jeg havde brug for hjælpvar dens venlige personale og min venlige rådgiver brian kirkegaard i afdeling struer altid hjælpsomme. jeg anbefaler det vestjyskbank til alle. i vil aldrig fortryde den.jeg vil sige mange mange tak til min rådgiver brian kirkegårdi struer afdeling .*****og de stjerner er for ham.
__label__5 ,en bank med god service og som har gode åbningstider. selv telefonservicen fungerer uden megen ventetid. jeg kan anbefale denne bank.
__label__5 ,godt forberedtok til at spørge ind.fik nye ting med hjem.
__label__3 ,vi har været med fra dengang det jelling sparekasse fra 1996 og til det nu hedder vestjysk bank. den er blevet for storog jeg har aldrig haft det godt med store banker så der sker nok et bankskifte på et tidspunkt.
__label__5 ,vi har kun oplevet god og professional rådgivning samt håndtering fra vestjyske bank
__label__5 ,god service fra rådgivere. de forklarer tingene klart og tydeligt.
__label__5 ,jeg har haft den siden jeg var 13 det er en dejlig sikker bank som er fleksibel og lige til at snakke med god kunde service kan klart anbefale dem
__label__5 ,det er en super bankmen dygtige medarbejdere og fin kundeservice.
__label__1 ,endnu engang en dårlig oplevelse med vestjyskbank. skulle have penge overført fra udlandet til min konto(1025kr)banken tager en gebyr på 50kr for denne overførelses hvilket er fair nok. men da afsender har lavet en fejl skal jeg også betale et gebyr på 100kr til afsenders bankda de har faktureret regningen for fejlen videre til mig. dette vælger banken at betale uden at kontakte mig. har snakket med banken i dagder mener at det er mig der skal betale for denne fejl selvom det er ikke er min skyld. og hvis jeg ikke vil detkan jeg bare få lavet en tilbage overførelse hvor jeg igen skal betale gebyr både den ene og den anden vej hvilket giver 100kr i alt. selvom banken medgiver at der er sket en fejl fra afsender sideholder de stadigvæk på at jeg skal betale for denne fejl. da afsenders bank har krævet dette. banken er fuldstændig ligeglade med at det ikke er min fejlde vil bare have penge selvom de er med til at synde en kunde. så hvis du som kunde for et problem med afsendelse af penge( eller andet)skal man ikke regne med at vestjyskbank hjælper deres kunde eller står på deres side.
__label__5 ,fantastisk service og kompetent personale 
__label__5 ,god vejledningaltid til at komme i kontakt medaltid klar til at gøre hvad de kan for at opfylde de ønsker og behov jeg måtte have kan kun anbefale vestjysk bank!
__label__4 ,meget positivt at komme i banken - meget go vejledning og hjælp til konkrete opgaver 
__label__4 ,rådgiverjeg har en dejlig rådgiver der altid har tid til mig.kender ikke så meget til banken generelt da jeg kun har været kunde i et år-
__label__5 ,vi er meget glade for og tilfredse med vores lokale bankrådgiversom vi har haft i mange år. den mulighed for personlig kontakt og vejledning betyder virkelig meget i vores forhold til vestjysk bank (og tidligere i den jyske sparekasse). og af den grund synes vi godt om vores bank.
__label__5 ,super hjælpsom bank
__label__4 ,jeg var tilfreds med mødetfik svar på det jeg ønskede
__label__4 ,ok bank har haft den i mange årmen meget forgår over netbank som er ok
__label__4 ,har kun positive oplevelser når vi har henvendt os til banken.
__label__5 ,som ny kunde bliver msn værdsat kun ros til afdelingen i herning og maria ebel
__label__5 ,personlig og god rådgivning. vi er mere end tilfredse og har været kunder i mange år.
__label__5 ,vi har altid haft hyggelige og konstruktive møder med vores bank rådgiverog har vi haft andre ærinder i bankener der altid venlig og hurtig betjening.
__label__5 ,vestjysk bank er bare en rigtig god bankvi får en fremragende rådgivning af vores bankrådgiver hanne skjoldborg.vi er meget medbestemmende om hvordan vi gerne vil have vores oknomi sammensatså kun ros herfra.med venlig hilsen brian myrup
__label__4 ,god og positiv dialogog godt tilfreds med samarbejdet med vores lokale bank i grindsted.
__label__5 ,dejligt mødesuper rart.
__label__5 ,fremragende betjening både personligt og digitalt
__label__5 ,jeg har lige været udsat for en svindelmail - der fik jeg en rigtig god hjælp. jeg kunne godt tænke migikke at skulle betale negative rentermen det er vel ens for alle pengeinstitutter. personalet i farsø afdeling har hjulpet mignår jeg har haft brug for det.med venlig hilsenbodil v. hansen
__label__3 ,vi har altid fået den bedste hjælp fra vores bankrådgiver. vi kan næsten få hjælp til alt. hun er vores redningsplanke når vi ikke forstår alt det teknik.
__label__5 ,for os betyder det ikke så meget hvilken bank vi har - det der betyder noget for oser vores bankrådgiver. flytter han arbejde/bank flytter vi med. det betyder så meget for osat han kender osvores historier. og så er det bare skønt han kan huske vores børns navne. det er småting men man føler sig ikke bare et nr i rækken her.
__label__5 ,vi kan kun sig at vi er yderst tilfreds med vores bank i rødekro ikke kun bankenmen også vores rådgiver. han tager den tid der skal bruges til at forklare tingene til bunds. han lytter til de ting vi kommer med og kommer med det som han mener er godt eller dårligt. kan kun anbefale vestjysk bank
__label__4 ,godt og konstruktivt møde. sød og venlig betjening. altid en glæde at møde op i banken..mvh rené
__label__5 ,venlig og høflig betjening med forståelse for kundens behov.
__label__5 ,har været meget tilfreds i de 15 år jeg har brugt banken.
__label__4 ,fin serviceder dækker de behov der er.
__label__4 ,jeg føler mig hjulpet rigtig godt. mht det at blive enlig og få hjælp på en meget behagelig måde. at føle sig velkommen i banken og at blive modtaget med venlighed og forståelse
__label__5 ,vi er meget tilfredse med vestjysk bank vi har fået den bedste service som almindelig kunde og det betyder rigtig meget for os :) meget meget bedre end de store bank. så vi giver den fem stjerner herfra til alle dem der har udformninger med deres banke:)
__label__5 ,tillidsfuld rådgivning og hjælp til det projekt vi havde.
__label__5 ,vi har samme bank siden 1992 og været godt tilfreds mvh.knud kr.madsen
__label__4 ,dygtige og kompetente medarbejdere. vender hurtigt tilbage på henvendelser. god faglig sparring. løsningsorienterede.
__label__5 ,positiv oplevelse :imødekommenhedlyttendeproblemløsende
__label__5 ,jeg har aldrig fået sådan dejlig betjeningjeg har været kunde i et årkom fra jyske bank.jeg skulle have skiftet bank for længe siden.jeg høre til den ældre årgangalt den hjælp jeg har fåetjeg føler mig helt tryg.
__label__5 ,altid en god oplevelse. høre altid på enkommer med et godt råd.
__label__5 ,min bankrådgiver står altid klar med kort varselnår jeg har brug for detfeks. i forbindelse med billånhushandel og alm forbrug.
__label__5 ,altid professionel og hurtig svar.god rådgivning. god opsøgende arbejde.
__label__4 ,let at lave en aftale og god god service.
__label__5 ,super god og personlig rådgivning.altid hurtig svar og forståelse :-) kan kun anbefale alle at bruge vestjysk bank.
__label__5 ,meget imødekommende og smilende personale. altid til at få fat inår man har brug for hjælp eller har spørgsmål.
__label__5 ,en af de få banker som rent faktisk tager individuelle hensyn og hvor personlig kontakt er en del af bankens dna
__label__5 ,vi oplever en dejlig og god bankmed en sagsbehandler der er dygtig til at komme med gode råd. vores økonomi har aldrig været bedre.
__label__5 ,har været kunde siden 1985 uafbrudt og er meget tilfreds med kundeplejen af de ansatte
__label__5 ,får altid en god og venlig service. har en god og funsionel hjemmeside.
__label__4 ,godhurtigt og kompetent rådgivning.
__label__1 ,da jeg skiftede til vestjyske bank for ca 1 1/2 år siden blev jeg godt modtaget og behandlet rigtig godt og prof i deres århus afdeling og hvis jeg kendte nogen som skulle bruge en ny bank måtte jeg selfølgelig gerne henvise dem og det blev så gjort før jul 2021. min mor og papfar skulle jo også have den gode behandling men det gik ikke helt sådan jeg er helt igennem dybt skuffet over håndtering af deres bankskift og vi er nu kommet til midt april og der er blevet rykket for skift af deres sager 2 gange på tlf og mail intet er sket og de er flyttet tilbage til deres gamle bank. jeg kommer ikke med flere kunder og vil ikke anbefalede dette og overvejede selv et skift. måske der er for meget at se til for denne bankrådgivere.
__label__5 ,en helt igennem fantastisk bank som er der for sine kunder. skal man i kontakt med sin rådgiver og vedkommende har frija så er der straks en anden medarbejdersom kontakter en det kalder jeg for god kundeservice. så helt igennem en banksom jeg kan anbefale
__label__5 ,det drejer sig om tillid.jeg er kunde i lokal afdelingen i billund. trods det at jeg er igang med at flytte til nabo byenhar jeg ønsket at forblive kunde i billund afdelingen.jeg har den største tillid til banken og værdsætter den personlige og professionelle rådgivning.randi laursen
__label__5 ,personalet hilser altid og man bliver budt velkommen i banken.ringer man med et spørgsmål hjælper den man taler med gerne eller viderestiller til en kollega og har man en aftale om et møde er der altid tid nok til gennemgå de ønsker og spørgsmål man har.
__label__5 ,rigtig god rådgivningog jeg blev orienteret omde produkter der gav mening for mig. bare supert!
__label__5 ,god servicegode og forståelige forklaringer
__label__1 ,er en bank hvor det er svært at få aftaler (tog 3 uger om aftale af møde og adskillige mails frem og tilbage) de ser ikke på om man overholder aftaler mv. de driver en forretning og er lige glade med digsom i danske bank
__label__5 ,bare ok med en god rådgivning
__label__5 ,vestjysk bank er en rigtig god bankhvor man får fantastisk hjælp af de dygtige medarbejder.
__label__5 ,har verdens bedste bankrådgiver. lars fra vestjysk ikast.kunne ikke ønske mig nogen bedre rådgiverhan hjalp mig med at købe mit første husog alt gik som smurt er der nogen der står i den situtation at deres bank siger nej til at man må købe huser vestjysk bank ikast et rigtigt godt bud at henvende sig til
__label__5 ,jeg har altid fået en god service i banken.
__label__4 ,vi bruger filialen i ikast og modtages altid med varmeog oplever at rådgiveren kender osog vores prioriteterselv efter kort tids samarbejde. de svarer altid lynhurtigt på beskederog er nemme at få fat ier enormt hjælpsomme.den sidste stjerne manglerfordi oplevelsen er meget afhængig af kemien mellem rådgiver og kunde. vi har haft to lidt uheldige samarbejder og to helt vildt gode! alt i alt er vi meget meget tilfredse.
__label__4 ,det er blevet en ok bank
__label__4 ,et dejligt mødehvor vi fik kaffemens en specialist fortalte os omhvor vi stodnår vi går på pension. vi talte også med vores rådgiver omhvilke muligheder vi havde. vi fik styr på tingene og er godt tilfreds
__label__5 ,er meget tilfreds med vestjysk bank og især vores bankrådgiver tove jeppesen i skjern afdelingen kan kun anbefale den til andre 
__label__5 ,jeg er meget glad for jeres bank og det skyldes især min fantastiske bankrådgiver poul g petersen. ham har jeg stor tillid til og det betyder meget.
__label__1 ,dårlig korrespondancelang sagbehandlingstid. og uprofessionelt at der ikke tages stilling til spørgsmål via mail.
__label__5 ,super bankog de lytter og hjælper med løsninger 
__label__5 ,jeg oplever en nærværendevenlig og professionel service - hver gang.
__label__5 ,en bank som er der for deres kunder uanset stor eller lille kunde. er aldrig kommet ind i banken uden at en medarbejder rejser sig alle hilser venligt og er min rådgiver der ikke ja så er der altid en anden som kan/ vil hjælpe. jeg kan varmt anbefale vestjysk bank
__label__5 ,fantastisk dygtig rådgiver som er god til at forklare tingene på en letforståelig måde. samtidig altid venlige folk når man henvender sig.
__label__1 ,banken stjæler ens penge i gebyre flyt til lunar bank ingen gebyre gratis visa kort 0 5 procent +op til 50000arbejdernes landsbank ejer 70 % af vestjyske der koster kun minus rente kun 0 6 ikke 0 7 hvorfor
__label__5 ,jeg er virkelig tilfreds med det hele jeg har brug for mange gange når jeg har købt på internettet
__label__1 ,stort set umuligt at komme i telefonisk kontakt med banken.
__label__4 ,hermed vil jeg gerne meddelenår man spørger om rådgivningså får man altidet venligt svar.med hilsenj. kristine pedersen.
__label__5 ,fuld tilfredshedalt til ug! 
__label__5 ,fantastisk bankhar haft samme bank i omkring 20 år. de har været behjælpelig med alt jeg er kommet med. de hjalp mig med huskøb uden problemer. kan kun anbefale den.
__label__4 ,er godt tilfreds medbehandlingen
__label__5 ,vestjysk bank giver altid reel og venlig hjælp.
__label__1 ,jeg er godt træt af jeres politik med at man skal betale bare for at have en konto og en netbank hos jer. jeg vil gerne have en begrundelse for prisenhenholdsvis 45 - og 47 - pr kvartal. hvorfor lige det beløb? jeg synes også bestyrelsen og banken ledelse opfører sig som kyllinger. en uge før i laver gebyrpolitikken omholder i store aktionærmøder og bestyrelsesmøderhvor i fortæller om hvor gode i er(bl.a. i lokalsamfundene) hvorfor får man ikke at videhvad i pønser på under disse møder? vi skal nok klare osmen beløbene virker meget voldsommehvis man er pensionist og kun lever af folkepensionen. men i vil vel gerne af med de dårligst stilledesom ikke optager (risikable?) lån. jeg savner godt nok jyske sparekasse i vejle.med venlig hilsenhenning hansen
__label__4 ,fantastisk service!kan 100% anbefalde den!
__label__5 ,fik det vi kom efter og en utrolig god modtagelse af min samlever som skulle oprettes som kunde
__label__5 ,den afdeling jeg har i vestjysk bankkan jeg kun give 5 stjerner der er ikke flere at tage af.min bankrådgiver ville jeg gerne give 10 stjerner hvis jeg kunne hun har rådgivet mig til ug i alle de år jeg har haft hende.selvom jeg flytter næsten 100 km væk fra afdeling bibeholder jeg min bankforbindelse med hende.stor tak til vestjysk bank afdelingen itinglev. mvh per borch madsen.
__label__2 ,jeg synes godt nok det er mange gebyr der trækkes .. jeg ved godt banken ikke bor gratis meeeeen ...
__label__4 ,vi mødte en flink og behagelig rådgiver til et aftalt kundemøde. vi fik svar på de spørgsmålvi havdepå mødet eller efterfølgende.
__label__5 ,super god bankmed rådgivereder altid er villig til at hjælpehvis man selv overholder det man skal.
__label__5 ,jeg oplever altid den bedste kundeservice når jeg kommer i banken. bliver altid mødt af smilende kompetente medarbejdere.
__label__5 ,vi er så glade for vores bank. får altid en god behandling og der er altid plads til spørgsmål og vejledning
__label__1 ,ringede til banken idag og skulle høre om nogle ting men røret blev bare smækket på hvor mege tillid har så til banken intet synes ikke det er i orden vi føler ikke at banken er for os tvært om
__label__5 ,rådgiver gav en forstående dybdegående rådgivning
__label__5 ,jeg har den sødeste og dygtigste bankrådgiver i vestjysk bank (lea). hun er så sød og dygtig (og tålmodignår der er nogetjeg ikke helt forstår… )jeg føler mig altid tryg og i de bedste hænder! mvh. dorteviborg
__label__1 ,vestjyskbank herning afdeling. meget dårlig service. personalet er slet ikke smilende og imødekommende overfor deres kunder. man føler sig ikke velkommen og bliver nærmest sparket ud af banken.jeg har skiftet bank for 2 måneder sidenmen banken har ikke lukket mine konti og bliver med trække negativ renteda jeg kommer på minus. grunden til at jeg kommer på minus erat de ikke har overført mine pbs aftaler til min nye banktrods jeg har kontaktet vestjyskbanken flere gange. hvis jeg havde mulighed for dethavde de heller ikke fået den ene stjerne! aldrig mere vestjysk!
__label__4 ,nærværinformativ og fin svar på spørgsmål!
__label__5 ,altid venlig og imødekommende personale og en god faglig betjening/vejledninguanset om kontakten er pr. telefonmail eller personlig i afdelingen
__label__5 ,meget kompetente rådgivere og hurtig respons på henvendelser.
__label__1 ,svar til loneet forventeligt rygsvømmer svar:jeg er helt med påat i ikke skal tabe penge på en kunde. men lur mig om i ikke også har indtjening på jeres tiltag ved at fjerne gebyrfri hverdag.og 2 kr. for at lave en overførsel er ret dyrtved det i andre banker koster mindre. i bør ikke plukke en ældre unødigtog derfor vil jeg anbefale hende at finde en bankder er mere ældre venlig. her vil vi spørge ind til gebyrerog det er helt fair at det ikke skal koste banken penge at have en kunde.________________________________________________2 kr. for at lave en overførsel til en anden konto eller betale et indbetalingskort er sku grotesk. kunne ikke forståhvorfor min ældre svigermor blev trukket gebyrer. sku en nedgradering efter fusionenhvor hun var kunde i den jyske sparekasse. og så kan man læseat gebyrgribsfesten fortsætter nu i fjerner gebyrfri hverdag.
__label__1 ,med nye regler der netop er annoncerede i bankenbetyder detat mange ikke længere kan få gebyrfri hverdagså nu skal man til at betale knap 600 kr om året for at have en konto + visa + netbank - med mindre man investerer mere end 100 kkr - eller tager et større lån... jeg finder det specielt trist for ældre menneskerat der nu opsættes nogle betingelserder betyder at mange pensionister nu skal betale en lang række gebyrer - pensionister der i mange år har været gode kunde i banken og har bidraget til deres indtjening - bare ærgerligt at lånene nu er betalt udog at man ikke nødvendigvis længere har en så lang investeringshorisont at det risikomæssigt giver god mening at investere en masse pengeøv en dårlig stil.
__label__1 ,så ændrer man vilkårene for gebyrfri hverdag så indlån ikke længere indgår som grundlag - dvs at nu skal jeg både betale negativ rente og gebyrer - virkelig trist at være kunde hos vestjysk bank - men jeg forstår hintet - i gider ikke at have os som kun har penge i banken som kunde - jeg vil se om der ikke er bedre alternativer.
__label__5 ,jeg har været rigtig godt tilfreds med deres behandling af os i gennem hele vores huskøb.
__label__3 ,servicen er ikke som den har været. det er blevet så upersonligt at være kunde i banken.
__label__5 ,dejlige og dygtige medarbejdere.får en fin service og stor hjælp med mine økonomiske forhold.får tryghed i hverdagen.
__label__5 ,jeg har lige haft et møde med min bankrådgiver i forbindelse med en bodeling.jeg har som altid fået en kompetent og venlig rådgivning af min bankrådgiver.det er en fornøjelse altid at møde en venforberedt oh løsningsorienteret medarbejderog jeg er utrolig tilfreds med den vejledning og rådgivning jeg får fra vestjysk bank
__label__5 ,super god hjælp af kari vesterbæk i forbindelse med hushandel.
__label__5 ,fantastisk god bank fyldt med dygtige medarbejdere! de står altid klar til at hjælp med at komme godt frem i livet og har som regel en løsning på mine problemer klar!kan kun anbefales!
__label__4 ,vestjysk bank for miger meget hjælpsomme og en god bank generelt. jeg er meget tilfreds som kunde. dog er der visse gangejeg ikke kan betale med mit kortog hvor jeg ikke kan logge ind på netbank. mit kort bliver bare afvist.
__label__5 ,dejlig bank altid behjælpelige og arbejder i kundernes interreser kan klart anbefales mvh bendt fenger
__label__4 ,det var en god samtale med en venlig og hjælpsom medarbejder.det tager ret lang tid at komme igennem når man ringer til bankenefter fusionen.med venlig hilsenludovic horvath
__label__5 ,som sædvænlige fik jeg en sufficient information om tingenes tilstand. man fik følelsen af at være i de rette hænder!
__label__5 ,siden jeg skiftede til vestjysk bankhar jeg været glad og tilfreds. har ikke tænkt mig og skifte til en anden bank.
__label__5 ,kun gode oplevelser med vestjysk bank. selv under finanskrisen behandlede de deres kunder godtmodsat en del andre banker.
__label__5 ,rigtig god behandling og personlig rådgivning.
__label__5 ,fagligkompetent og imødekommende bankrådgiver og pensionsrådgiver.
__label__5 ,vestjysk bank er en bank som ser kunden og forsøger at realiserer dine drømme hvis de er mulige.
__label__5 ,kun gode oplevelser med vestjysk bank i holstebro. en rådgiver som altid er der når jeg har brug for det. tydelig og god forklaring på spørgsmål. så en tryg oplevelse i det hele.
__label__5 ,får altid den bedste hjælp. forsæt endeligt den vej.
__label__5 ,god vejledning og betjening. man bliver mødt med venlighed og forståelse
__label__5 ,professionellehjælpsommenemt bankskifte.
__label__5 ,fremragende betjeningkan ikke være bedre
__label__5 ,altid lynhurtig betjening og opfølgning. god personlig rådgivning med fast kontaktpersonog styr på afløsning ved fravær. prismæssigt evner de at forholde sig til det konkrete kundeforhold. klar anbefaling her fra.
__label__5 ,super godt tilfreds med kristian som vores kunderådgiver.
__label__5 ,velforberedt kunderådgiver der også havde tid og tid nok til os.følte os rigtig godt behandlet og fik en god og salig rådgivning.
__label__5 ,min bankmand flemming lykkegård har styr på alt. så der er kun positive ting at sige om min bankmand flemming lykkegård. kærlig hilsen ole rasmussen. nåe ja jeg har haft flemming lykkegård som bankmand i mindst 22 år og evig og altid har og er der kun positive ting at sige om flemming lykkegård . hvem ka flemming lykkegård ka
__label__5 ,rigtig flinkenemme at snakke med samtidig med de er gode til at hjælpe.
__label__5 ,super imødekomneog god rådgivning og betjening
__label__5 ,vi får altid personlig og kompetent hjælpsamt dygtig rådgivning i forbindelse med vores bankforretninger.
__label__4 ,tilfreds genereltundtagen med negative renter
__label__5 ,med udgangspunkt i min egen afdeling og bankrådgiverså kan jeg kun anbefale vestjysk bank. der er altid en god service og rådgivningen er altid i orden.
__label__4 ,har nu haft banken i nogle årog er meget tilfreds.banken er med lokale ansattesom kender lokalområdethvilket jeg ser som en stor styrke.syntes de er gode til at råde og vejledeså man har et oplyst grundlag for selv at tage de beslutningerman har søgt hjælp til.
__label__5 ,har været til møde med min rådgiver. var meget tilfreds med rådgivning.
__label__5 ,der er ikke noget dårligt at sige. god rådgivning og kompetente ansatte!
__label__5 ,møde med rådgiver omkring samlet økonomi og kreditlån. super gennemgang og vejledning.
__label__5 ,dejlig professionel rådgivning og god service :)
__label__5 ,vestjysk bank virker overordnet set gennemskueligmen de fem stjerner skyldes klart rådgiveren carsten i filialen i farsøsom helt klart kan anbefales.han er god til at forklare og formidle det mere tekniske omkring økonomien og tilpasser sig min dagligdag også ift hvilken kommunikation og mødeform jeg foretrække at anvende.han er altid imødekommende og svarer hurtigt på henvendelser.
__label__4 ,udmærket bank lidt svær at komme igennem til
__label__4 ,god bankder hurtig hjælper når der er brug for det
__label__5 ,god kundeservice kendskab til kunderne er rart meget tilfreds
__label__5 ,god og kompetent rådgivning. dejligt med en rådgiver der kender mig og mine behov. fornuftige priser og gebyrer.
__label__4 ,det var et godt møde. jeg kom for at snakke pension da jeg gerne ville starte udbetaling af min pension. og poul erik husted+ rådgiver var med til at se på hvordan det var bedst .vh.lisbeth
__label__5 ,godsaglig og personlig rådgivning. med god tid til drøftelse af aktuelle henvendelser.
__label__5 ,min bankrådgiver i vestjysk bank har gennem de seneste år hjulpet mig med stort og småt.der er altid hurtigt svar og god og saglig rådgivning.fem stjerner til vestjysk bank.
__label__4 ,fra 1 dag i vestjysk bankhar man følt sig velkommen.super professionelt service og hurtig respons tid. kan varmt anbefale at blive kunde
__label__5 ,altid personlig og god service! selvom vores egen rådgiver ikke er til stedebliver vi taget godt imod af hans kollegaer der er gode til at følge op på tingene - selv efter egen rådgiver er kommet retur.
__label__5 ,har været glad for vestjysk bank fra day one. de er altid til at snakke med. kan klart anbefales!
__label__5 ,altid meget hjælpsomme og masser af tryghed. en bank der hører til dig som kunde.
__label__5 ,skulle jeg have lavet denne anmeldelse for 1 år sidenhavde de fået en dårlig anmeldelseden ene bank rådgiver efter den anden. og alt var fuldstændig uoverskuelig for os. men efter vi har fået kasper fra vejle afdelingenhar jeg kun rosende ord. han lytterforstår og kommer med råd/ anbefalingerså man med ro i mavenkan tage fra et møde eller ligge på efter et opkald. han er 100% skyld ivi ikke skifter bank.
__label__5 ,har aldrig haft en bank ej heller ikke en bankrådgiver der forstår mig de møder en i øjenhøjde vil give den 10/ ud af 10 stjerner
__label__5 ,vi har den bedste bank rådgiver i banken og det er gitte lund christiasen
__label__5 ,dejlig behagelig samtale med rådgiver ang min pension. hin var godt inde i det. skønt
__label__5 ,en bank med kunden’s ønsker for øje. kan bestemt anbefale vestjysk bank til allesom går med bolig drømmeisær her blev vi mødt med varme hjælpende hænder.!
__label__5 ,en bank som giver tryghed og god rådgivning. vi har skiftet til vestjysk bank og er så glade for vores nye rådgiver gitte. hun er både bank og kunderådgiverså vi føler os set og hørt og vejledt på bedste vis. hun er altid til at få fat på og gør sig umage med af forklare og rådgivehvilket skaber tillid og tryghed. derudover virker det som en bank med gode værdier og en god arbejdspladsog det bærer stemningen præg af.vi anbefaler bestemt vestjysk bank.
__label__5 ,altid venlig og imøde kommende personale. de giver sig god tid til kunderne.
__label__4 ,seriøs og velforberedt rådgivning ift. vores ønske om risikorådighedsbeløb mm.grunden til 4 og ikke 5 stjerner er en lidt tung “betjening” i mobilbankhvis man skal bruge funktionersom er lidt ud over alm. dagligdags brug.
__label__5 ,altid god venlig betjening. kan hurtigt få aftalt et personligt mødehvis behovet er der. de gir sig god tid til at forklare og give rådså man forstår det. meget kan ordnes på netbankmen personlig betjening er betrykkende for mig.
__label__5 ,altid dejligt at komme ude til jersød og venlig
__label__5 ,intet at klage overhar en rigtig god bankrådgiver.
__label__5 ,jeg har den sødeste og bedste bankrådgiver i juelsminde.
__label__5 ,dejlig behagelig professionel rådgivning.
__label__5 ,seriøs og imødekommende betjening. god rådgivning og god produktportefølje.
__label__5 ,altid venlige og hjælpsomme har tid til at høre på en selvom det er et lille problem
__label__5 ,god og konstruktiv møde med vores rådgiver.
__label__5 ,i vestjysk bank gives der altid professionel rådgivningog personalet har enmeget venlig og lydhør væremåde. man føler sig altid velkommen.
__label__5 ,vores bank dame helle er altid hjælpsom og imødekommende. frank
__label__5 ,behagelig atmosfære og gode samtale muligheder
__label__5 ,super fin vejledning og hurtig eksekvering
__label__5 ,altid præcistil rådighed og hurtig. generelt virkelig god rådgivning.
__label__5 ,er god tilfreds med banken. de er til at snakke med.
__label__4 ,rigtig god service
__label__2 ,påtrangen kommer ikk3 til at svare igen
__label__4 ,god service trods næsten menneske tomme lokaler
__label__5 ,billige administrationsomkostningeraltid lyttende.
__label__1 ,alt for dyre feks. netbank.
__label__3 ,jeg kender kun banken på afstand og derfor ikke give fuld skrue.
__label__5 ,får altid en god behandling .forklarer det så man kan forstå det.alt i alt godt tilfreds
__label__5 ,fantastisk rådgiver som helt forstår hvad det er vi gerne vil
