rating,review
__label__5 ,det var nemt at bestille den ønskede vare. levering super hurtigt - og varen er præcis som forventet!!!!!
__label__5 ,god vare god køber
__label__5 ,god service varen kom hurtig så handler der igen
__label__5 ,fint. hurtigt. nydeligt.
__label__5 ,hurtig levering billig og go kvalitet
__label__5 ,så hurtig levering. fantastisk. så kan man da kun bære tilfreds
__label__5 ,deres panserglas er billigtmen tilgengæld har de nok også ligget på et fjernlager lidt for længe. det man skal bruge til montage er ikke anvendeligt da det er helt tørret ind. derudover skal men lede længe efter en lige så langsom levering.efter boksens svar sendte de pengene returhvilket gør at jeg ændrer min oplevelse fra 2 til 5 stjerner. det er kundeservice. 
__label__4 ,fin men ikke lige det jeg troede det var hihihi
__label__5 ,super servicehurtig leveringgode produkter 
__label__5 ,flot covertil en billig pengehurtig forsendelse
__label__5 ,fuld tilfreds med varerne og hurtig levering 
__label__5 ,fik hvad jeg bestiltehurtig levering
__label__5 ,lækre covers og hurtige leveringklart billigste
__label__4 ,fin oplevelse. jeg tror dog ikke jeg fik en smsom at pakken var kommet. ellers super
__label__5 ,fantastisk handel - hurtig levering og fin vare til prisen - meget tilfreds
__label__5 ,gode varer og hurtig forsendelse. bestilt varerne den ene dag og næste dag lå det i postkassen
__label__5 ,hurtig levering og produkterne lever op til forventningerne prismæssigt.
__label__5 ,syntes det super godt og varen er hurtigt fremme
__label__5 ,rigtig god ombytnings servicemeget tilfredskurt thryde
__label__5 ,super gode cover til min og mandens iphone.har købt et for 1 år siden og det er stadig fint stift ligesom det skal være. kan varmt anbefales
__label__4 ,nemt at gå ind og bestille varer og ret hurtig levering.
__label__5 ,mine bestilte vare kommer til tidener supper tilfreds.
__label__4 ,har lige modtaget 2 fine coverssmukke såvel som funktionelle til en rigtig god pris. hurtigt og nemttak for handlen
__label__5 ,let at finde rundt i. hurtig levering. tak
__label__5 ,perfekt handelog varen var ok. ikke sidste gang jeg handler her.
__label__5 ,rigtig god kundeservice og gode produkter
__label__3 ,jeg ville være mere tilfreds vis min skærm virkede efter jeg har sat skærm beskyttelse på
__label__5 ,super imødekommende priser og godt koncept!
__label__5 ,super dejlig flip cover til iphone 12 pro max
__label__5 ,hurtig og fejlfri levering af brugbart cover til iphone se.
__label__3 ,i får desværre kun 3 stjerner af mig da jeg ikke har modtaget min pakke endnu og jeg bestilte et cover til min telefon den 28/1 og nu har vi den 4/2 jeg ved godt det ikke er jeres skyd men det er et problem ved jeres pakker modtager dao men i må så tage fat i dao for det kan ikke passe det skal tage så lang tid før man får sine vare fra jer og den kommer nok heller ikke i dag jeg har haft far i dao men jeg har intet modtaget endnu så derfor desse 3 stjerner fra mig af
__label__5 ,super godt sted at handle og hurtig
__label__5 ,ovenud tilfreds!jeg har lige modtaget 2 stk mobilcoverog de er bare så fine. at der så oven i købet bliver leveret superhurtigter jo skønt. 5herfra.
__label__5 ,fint produktrimelig hurtig leveringvil absolut handle der igen
__label__5 ,billigt og god produkt købte et cover til iphone 12
__label__4 ,god oplevelse og rimelige priser
__label__5 ,stor anbefaling herfra. nemt og hurtigt.
__label__5 ,god prisgode varer
__label__1 ,dårlig infohvis jeg betaler for leveringskal jeg …… ikke hente pakken i en pakkeshop 3km fra hvor jeg bor. hvad har i gang i?????det er ikke i orden. samtidig en lang leveringstid????michael pasbom nielsenhvorfor skriver i så at det er en fejl???hvad er en fejl??????sidst jeg købte varer fik jeg det leveret til min addresse. det er ikke en lastbil der skal leveresdet er et omslag til en iphone .
__label__5 ,god service og hurtig levering
__label__5 ,super service men desværre erproduktet ikke i top. når man putter kort i kortholderen duer magnet lukningen ikke
__label__5 ,super godt 
__label__5 ,varen lever helt op til forventningvil klart bruge dem igen
__label__5 ,god service hele vejenprodukt 
__label__5 ,fantastisk være og dejligeservice. store tak.
__label__5 ,hurtig og god service. altid varer der er ok
__label__5 ,fantastiske produkterimponerende flot servicegodbedreboksen
__label__5 ,pakken kom hurtigt. dejligt.
__label__5 ,ganske godt tilfreds5 stjerner
__label__4 ,servicen er tilfredsstillende. dog syntes jeg ikkeat den bestilte rosa guld remer rosa guld. den er “bare” rosa. den passer ikke i farven til rosa guld apple watch. der er en tydelig farve forskel.
__label__5 ,hurtig ordrebehandlingtryg levering og flot cover
__label__5 ,yderst tilfreds. holder hvad de lover og meget meget hurtig levering. kan anbefales til andre.
__label__5 ,har fået en udsøgt behandling trods jeg selv har dummet mig.
__label__5 ,alt var super…hurtig lev så kunherfra
__label__5 ,super hurtig handel og med de flotteste cover til iphone som jeg har set.flot service
__label__5 ,som altidhurtig levering gode vare og fantastisk kundeservice
__label__5 ,kan anbefales. alt fungerede efter planenog produktet er rigtig fint.
__label__4 ,varen kom forholdvis okay hurtigt. men kassen så ud som om nogle har været ved og åbne den. remmen jeg bestilte til mit ur er som jeg regnede med. men troede at det var er helt beskyttelses cover jeg hade bestilt til mit ur. men det var det så ikke. det var bare et panserglas. og de blue light briller virker bare som en fang plastik briller hele vejen i gennem. men min pige på 6 kan godt li og lege med dem så der er fint nok
__label__5 ,hurtig aflevering og god service
__label__5 ,super gode produktertil billige priser. kan klart anbefaledes
__label__5 ,svare meget hurtigt og vare kommer inde for den lovede tid
__label__4 ,hjemmeside nem at bruge og hurtig leveringvil klart anbefale
__label__5 ,hurtig levering og billigt
__label__5 ,fantastisk hurtige og effektive med god vejledning.
__label__5 ,god service og hurtig levring
__label__5 ,hurtig levering. lækkert cover.
__label__4 ,fin dialog med firmaet efter leverancen - der vil jeg formodentlig godt handle igen i fremover.
__label__5 ,hurtig levering. god service
__label__5 ,super tilfredshurtig ekspedition.
__label__5 ,kun positivt at sige
__label__4 ,det var ok behandling
__label__4 ,hurtigtnemt og relativt billigt 
__label__5 ,god opleves tak for det
__label__5 ,super god service !
__label__5 ,jeg er godt tilfredsden er pæn
__label__5 ,super produkter hurtig levering godt sted at handle 
__label__4 ,startede med lidt udfordringenmen med en enkelt mail kom pakken med alt hvad jeg havde bestilt. tak for en god handel.
__label__3 ,fik det rigtige produkt efter en uge men til en ok pris.
__label__5 ,god servicegod leveringgode produkter jeg bestilte
__label__5 ,det er hurtigt og nemt at handle hos boksen til ug 
__label__5 ,hej meget tilfreds med både forsendelse og hurtige levering og jeg er godt tilfreds med produkt
__label__5 ,det var en dejlig oplevelse handler der gerne igen
__label__5 ,jeg har absolut ingenting at klage over. super service
__label__5 ,hurtig leveringog produktet absolut i orden og lige hvad jeg har ledt efterer vild med min iphone flipcover.
__label__5 ,sikker eksp. og billig.
__label__4 ,der er kun et problem det er jeres fragt fik først besked kl 19:31 i går aftes at jeg kunne hente min pakke så det var længere end 2-4 dage
__label__5 ,jeg fik det jeg bestilteog leveringen var ok.
__label__5 ,god hjemmeside og nem bestilling og hurtig levering
__label__5 ,super hurtig lev. perfekt 
__label__5 ,superfint konceptsom jeg varmt vil anbefale til andre
__label__5 ,nem og overskuelig hjemmeside. alt hvad der blev lovetblev overholdt til fulde. ikke sidste gang jeg handler der.
__label__5 ,hurtig levering bestilling svarede til beskrivelsen helt sikkert et sted jeg vil handle igen
__label__5 ,hurtig levering udmærket vare.
__label__5 ,jeg er ganske udmærket tilfreds med mit køb og levering
__label__5 ,rigtig gode og flotte produkter!kvaliteten er i topog priserne er gode!
__label__4 ,lidt langsom leveringmen tror umiddelbart varen er ok.
__label__5 ,super - hurtig service 
__label__5 ,covers af god kvalitet. hurtig levering selvom vejret har været lidt udfordrendejeg er tilfreds.
__label__5 ,de har de ting jeg skal bruge og hurtig levering :-)
__label__5 ,hurtig ekspedition og perfekt varesvarende til beskrivelsen…
__label__5 ,fik hvad jeg havde bestilt og hurtig levering
__label__5 ,hurtig levering. god kvalitet til prisen
__label__5 ,god servicerimelige priser og hurtig levering. kortere kan det ikke siges
__label__5 ,købte en motorsav herfraer virkelig glad for den!
__label__5 ,hurtig levering
__label__5 ,god kvalitet ift pris. hurtig betjening
__label__5 ,super god oplevelsehurtig leveringgodt produkt som virker 100% optimalt - kan varmt anbefales. gode priser og gode produkter
__label__5 ,virkelig godt produktog super hurtig levering
__label__5 ,super hurtig levering og rigtig god kvalitet
__label__5 ,jeg syntes det var en fremragende måde de håndterede hele leveringenog mit cover var liget som jeg forventededesværre var der en plet på mit panserglasdet skrev jeg til demog straks sendte de et nyt.jeg takker mange gange.venligstkirsten arnholtz
__label__5 ,alt var tilfredsstillende: bestillingbetaling og levering
__label__5 ,jeg fik min vare som lovet og den var helt som jeg forventede
__label__5 ,alt fungerede og jeg fik pakken meget hurtigt
__label__5 ,pålidelig og hurtig ekspedition.god dialog.kan anbefales
__label__5 ,super service og hurtig levering -klasse oplevelse
__label__5 ,har nu haft deres glas på 3-4 måneder. intet problem her frastadig intakt og beskyttet min telefon fra adskillige ridser.
__label__5 ,hej. jeg modtagede dsv en ødelagt skærmbeskytter. men kundeservice er i helt top og de sender en ny. vil helt klart anbefale til andre. vh jacob 
__label__5 ,rigtig godt panserglas.bestilte boksens nye pakke med panserglas og cover til min iphone 11 pro max og den ankom med hurtig levering. jeg fik en dejlig service. boksens kundeservice har guidet mig via facebook.
__label__5 ,jeg bestilte to panzerglas fra hjemmesidenog hele processen foregik gnidningsfrit. det kom godt beskyttet i en æske nogle uger efterog har været glad for dem lige siden. ps: det skal også siges at skærmene er i god kvalitetingen problemer der
__label__5 ,hjemmesiden er god service
__label__5 ,overraskende god hjælp og service ved returnering af den ene af flere varer jeg havde købt! varer var finehavde blot fortrudt det ene valg.
__label__5 ,super hurtig service.retter hurtig fejlhandler der gerne igen
__label__5 ,super service - hurtig levering
__label__3 ,jeg er tilfreds med det produkt som jeg har købtmen syntes det var længe undervejs. 6 dage er for lang tid. måske er det daoder har været lidt lang i spyttet
__label__3 ,ok tilfreds det andet var en fejl
__label__5 ,rigtig fin handel måske lidt sen leveringmåske pgapåske og corona.
__label__3 ,fint produktmen leveringen trak ud.
__label__5 ,overholdt alle forventninger til varen og levering
__label__5 ,super hurtig levering og efterfølgende en fantastisk service. kan helt klart anbefales
__label__5 ,hurtig levering 2 dage efter bestilling lå varen i min postkasse. det er anden gang jeg handler her. kan helt anbefale boksen.
__label__5 ,meget hurtig levering. god vare 
__label__5 ,fremragende ! super produkt lynhurtig og præcis levering. endelig et etui der passer og i en rigtig god kvalitet og billig købte to stk.
__label__5 ,super+++++++hurtig leveringvare ok
__label__5 ,nem og brugervenlig hjemmeside. har af flere omgange købt varer på boksen. billigt men stadig top kvalitet. jeg er fan.
__label__5 ,kundevenlig service.gode kvalitetsvare.hurtig ekspedition.og meget fornuftig pris.med andre ord: et firma jeg varmt kan anbefale andre at handle hos.
__label__5 ,handlen gik hurtigtnemt og smertefrit
__label__5 ,virkelig god service. jeg vil helt sikkert benytte dem igen
__label__5 ,havde bestilt forkert cover til min telefon. de var flirte til at tage det retur
__label__5 ,alt ok. tilfredsstillende.
__label__5 ,har købt: skærmbeskyttelse til iphone heavy duty cover til iphone plus pakke til apple watchcover og skærmbeskyttelse er bare super - det gælder også cover til uret. nemt at montere. desværre fungere lukkemekanisme i urremmen ikke. det er en magnet der skal holde remmen spændt på den glatte urrems overflade. men når man går med uret glider magneten lidt efter lidt så urremmen bliver løs og uret efterhånden glider ned om håndleddet. det er træls. efter reklamation sendte boksen straksførst en ny rem uden beregning og derefter hele beløbet retur da den ombyttede rem “fungerede” på samme vis. så topkarakter for service! jeg har fået svar samme dag de gange jeg har skrevet og ingen problemer overhovedet. iphone coveret er rigtigt godt og så koster det kun 69kr! vi har været mange forskellige cover igennem forskellige steder fra - men det her fungere bareer pænt og sidder godt. handler meget gerne hos boksen igen 
__label__4 ,ok hurtigt svar på forespørgelsedet bestilte svarer til min forventning jeg er tilfredshilsen mogens
__label__5 ,skønt når der ikke er mange klik fra bestilling til man har dine vare.
__label__5 ,produktet er super godt. nem at bestille og blev ret hurtigt leveret.alt i alt en god oplevelse
__label__1 ,vare lever ikke op til info.har ikke styr på hvornår vare bliver leveret
__label__5 ,hurtig betjeningmeget fine og billige produkter
__label__4 ,ok firmalidt for dyre fragt priser i forhold til mobilcovers. man skalselv søge for returnering. andre firmaer skal man bare skrive en kode så trækker de penge ved fragt. lidt at tænke over.
__label__5 ,fantastisk service! dao leveringen fuckede opså pakken var lang tid forsinketmen “boksen” leverede personligt min ordre efter jeg kontaktede dem! kan klart anbefale dem 
__label__4 ,meget fin servicehåndterede straks klage over manglende pakke fra daoder skulle levere købet fra boksen store og sørgede for ny levering. er godt tilfreds
