rating,review
__label__3 ,jeg giver dem 3 stjerner.her er min begrundelseder står 5 til 30 min venten på en cd keyvis man køber et spil via mail. der gik knap 40 minog det passer jo så ikke i det de lovede max 30 min lidt minuset lille plus var der jeg så gik ind på siden efter de her 30 minpoppede der en supporter chat op og der var en klar til at hjælpeog dette er på en søndag. stort plus der men de for kun 3 stjerner.der 30 min som max burde over holdes ellers rettes til :)
__label__5 ,hurtig betjening og alt er som det skal være
__label__5 ,fantastisk har ikke andet end at sige fantastiskservicen er godpriserne er godeog ventetiden på at få sine spil er ikke særlig lang..kan i hvert fald sigedet er overhovedet ikke sidste gang jeg køber hos dem :d
__label__5 ,de har nogle fantastiske priser med meget god service som man ikke for meget brug fordi siden er lavet godt og er nem at bruge
__label__5 ,jeg har haft nogle dårlige oplevelser med at købe spil gennem diverse hjemmesiderheriblandt g2a.com. som et resultat af dette var det med nogen skepsisjeg handlede på gamecastle. dog havde jeg ingen grund til dette - denne forhandler kan kun anbefales af mig; hjemmesiden er brugervenliglevering af gamekey skete inden for den lovede tidog man får et indtryk afat sitet er drevet med passion for forretningen og med engagement for kunden.
__label__5 ,billigste prishurtigste levering. helt perfekt. det er ikke sidste gang vi kigger efter spil herinde.
__label__5 ,jeg fik min kode efter kort tidservicen var godog jeg blev guidet godt.
__label__5 ,super hurtig levering de lover 30 minfik dog allerede min game key efter 2 min højst. konkurrence dygtige priser! kan sagtens anbefales:d
__label__5 ,fremragende service og godt udvalg af spil. klart noget jeg vil anbefale til andre!
__label__4 ,knægten er super tilfreds med sin computer. efter at have trykket købkom jeg i tanke om noget jeg manglede at vide om computeren og sendte en mail med spørgsmåletnæste dag blev jeg ringet op med svar på spørgsmålet og et venligt spørgsmål om der var andet eller noget jeg ville ændre på. super service. der stod levering 7 dage ved computeren og forventede 7 dage om klargøring og derefter leveringstid med posten. 7 dage efter bestilling blev jeg ringet op at de først lige havde nået at samle den nu om det var ok de selv leverede den sidst på eftermiddagen nu det havde taget så længe. super service. desværre havde de glemt det trådløse netkort til computeren så det fik vi først nogle dage seneremen servicen da jeg ringede og sagde det var super.
__label__5 ,jeg har købt windows home hos gamecastlefik opgraderet det til pro uden ekstra omkostninger. de installerede windows for mig. jeg har aldrig oplevede så god en service før nogen som hels steder! det er helt klart hos gamecastle jeg vil handle fremover og kan kun anbefale stedet! de har hjertet på rette sted og er mega serviceminded!!
__label__5 ,god service og god vejledning. købte en byg selv computeruden grafikkort da jeg selv havde grafikkortet i forvejen. de var så flinke at montere mit grafikkort.gamecastle er måske en relativ ny og lille virksomhedmen de har hjertet på rette sted og yder som sagt god service og god vejledning.
__label__5 ,fantastisk god oplevelse at handle ned gamecastle!!fik total god service hele vejen igennem og de tog dig tid til at snakke og forklare og anbefaleså vi fik den perfekte gamer-pc..tak!!!...ps. vores søn var fuld af ros over hvor pænt det hele var kablet op indeni .. og han er 100 tilfreds!!kan virkelig anbefales !
__label__5 ,mega god servicehan hjælper mig med hvad for nogen computere jeg burde købe osv han linkede computere fra dba og hjalp mig med hvis jeg skulle lave et godt build! virkelig god service
__label__5 ,super service og venlig. fik en anden pc efter en god snak og rådgivning. og penge retur for den del jeg fik sparet.5*klart anbefales.
__label__5 ,købte fornyligt ny pc hos gamecastle.i en tid hvor det er umuligtat skaffe gpu og cpu valgte jeg at bestille systemet uden gpu og vente på han fik cpu'en hjem.- blev få dage efter kontaktet af sælgerda han kunne skaffe en ryzen 9 5950x - dog var hans leverandør 400 - dyrere og en difference skulle betalesdette aftale vi over telefonda så lille et beløb ikke skulle komme i vejen for en god handel.nu til men'et x2.jeg endte medat betale 795 - i stedet for de aftalte 400 - - skal gerne understrege at de 795 - ikke er et problem. i så svær en tidkunne vi have aftalt 1000 - og det havde været finthvis det reelt var det beløb som blev betalt i sidste ende.jeg bestilte maskinen med 64gb ramsom ifølge konfiguratoren siden visuelt er delt op på 4 sticks men ankom som 2x32gb. som får min ocd til at stikke fuldstændigt af og har været nødsaget tilat kaste 3000+ - efter systemet forat få rette op på det og sidder nu med 128gb ram som jeg ikke rigtigt får udnyttet.så aftaler med leverandør og visuel korrekthed af produkter på siden - kunne jeg godt tænke mig blev finpudsettrods ovenståendeså vender jeg helt sikkert tilbage hertil da konfiguratoren til byg selver alle andre sider totalt overlegen og udvalget er fantastisk!tak for handlen.
__label__5 ,hurtig levering og super god service. faktisk service i en klasse for sig! vi havde lidt bøvl med at få koblet vores pc tilmen da vi ringede og spurgte om hjælp blev vi hurtigt guidet i den rigtige retning. lidt senere på aftenen ringede game castle til os bare for at høre om alt virkede som det skulle. mine beste anbefalinger til game castle. vil helt sikkert handle der en anden gang.
__label__5 ,jeg har købt min første byg-selv pc her og var lidt i tvivl så blev ringet op og guidet hele vejenjeg er helt chokeret over servicen dette sted. klart en kæmpe anbefaling herfra!
__label__5 ,jeg havde et problem som jeg ikke selv kunne løseher fik jeg lynhurtig hjælp vha team viewer og problemet blev løst med det samme. kan varmt anbefale gamecastle. specielt hvis man ikke ved så meget om techda han er super god til at forklare 
__label__5 ,jeg kan varmt anbefale gamecastle til enhver der skal have en speciel pc. jeg modtog super rådgivning og fik ærlige svar på alle mine spørgsmål og endte med en perfekt computer. fantastisk og lynhurtig service!
__label__5 ,god og hurtig betjeninghar intet at klage over
__label__5 ,kan kraftigt anbefale gamecastle.dk!!jeg stod og manglede en pc lige nu og her. den kunne ikke komme hurtigt nok. ikke nok med fik jeg en aldrig set før top klasse serviceder tydeligt var der for kundenog ikke til at skrabe penge ind. gamecastle.dk kørte endda fra værkstedet og hele vejen til nordjylland hvor jeg borfor at få styr på det hele og sikrede sig det hele virkede som det skulle!! en super venlig person med forståelse for ens pc problemerhan vil helt sikker også kunne finde nogen dele der passer bedre end det du selv har fundet frem til!10/10 vil jeg handle med gamecastle igen10/10 vil jeg anbefale gamecastle til andre11/10 kunde service
__label__5 ,fremragende kundeservice - og computer bygning af meget høj kvalitetjeg har købt en computer gennem gamecastle og oplevelsen har hele vejen igennem været en fornøjelse.direkte efter købet fik jeg et opkaldhvor vi kunne snakke detaljerne igennem og jeg fik rådgivning omkring mine forskellige valg - og rådgivningen handlede bestemt ikke omat gøre købet dyrere. derfra og frem til levering af computeren har jeg løbende kunne stille spørgsmålsom alle blev besvaret stort set med det samme - og det var vel og mærke også uden for normale åbningstider.i forhold til levering af computeren var jeg lidt bekymret for at sende computeren med et fragtfirma. det endte medat de leverede computeren efter arbejdstidså den ankom kl. 19 om aftenen. fremragende service.opdatering: jeg skylder gamecastle at fortælle lidt om det videre forløb. efter jeg modtog computeren blev den ved med at lave lidt problemer. efter at have fejlsøgt et par dage blev computeren afhentet på min adresse og jeg fik endda lov til at ændre på kabinettet computeren var bygget i. hele vejen igennem med et højt niveau af kommunikation og computeren blev leveret på en søndag. det vidner om en virksomhedder virkelig vil det bedste for sine kunder. jeg kan varmt anbefale andre at handle hos gamecastle.
__label__5 ,købte dele til en byg selv pc hos gamecastleog det er det bedste køb jeg har gjort længe. gamecastle sørger for at alt passer sammen og så er det (næsten) plug-n-play derfra ;)bestilte en fredag og fik alt tirsdagfik endda en opringning mandag om at cpu'en havde været udsolgt så leverancen var lidt forsinket. alt i alt er jeg fuldt tilfreds!
__label__5 ,super godt arbejde med deres kunder. og super levering. gode priser til fedt udstyr.kan kun varmt anbefales.
__label__4 ,jeg har lige købt en rigtig god byg selv pc fra gamecastle hvor jeg blev vejledt rigtig fint ift. hvilke dele der matchede mine ønsker. da pc’en ankom var der lidt for meget støj grundet de mange faner i mit kabinet men der var service i top da gamecastle sørgede for at justere fejlen uden ekstra omkostninger. er super glad for min nye pc!
__label__5 ,jeg købte to gamerpc-ere til mine sønner. jeg er meget tilfreds med hele processen og prisen. kan klart anbefale at ring og tale med demhvis mansom jegmangler viden på området. vil anbefale gamecastle.dk
__label__5 ,super service og hurtig hjælp til en licens der ikke virkede.
__label__5 ,god service og lækre produkter. kan 100 procent anbefales
__label__5 ,super service:-) efter at 1 time fik jeg min gamer tilbage da jeg lavede en fejl40 ;-) i en bios update.mega fedt.
__label__5 ,god service ringede for at være sikker på det var det rigtige vi bestilte
__label__5 ,super go service!! havde problemer med min pc da den ankom. men en tekniker fra gamecastle annullerede et møde og kørte hele vejen fra deres værksted i fredericia og hele vejen til lemvig for at løse mit problem og sørge for at pc’en var spille klar inden han kørte igen!!!
__label__5 ,den bedste kunde service du kan få alt fra at hjælpe mig bygge den bedste pc jeg kunne købetil at rådgive mig også selv om det ikke gavnede ham penge mæssigt.gamecastle er hurtig og et sikkert valg hvis du vil have lavet din gamer rig
__label__5 ,fantastisk god service. havde problemer med post nord leveringstid og en umuligt og utålmodig søn. så bliver jeg ringet opog ejeren af gamecastle brugte et par timer af sin egen fritid om aftenenfor at løse det hele. og fik endda mere hjælp end jeg bad om. kan kun anbefales
__label__5 ,super godhurtig og ærlig service. kan kun anbefale game castle til alle der gerne vil have yderst professionel hjælp! bedste anbefalinger herfra
__label__5 ,de bedste anbefalinger herfra. super god og professionel service. hurtig levering lige til døren. vil helt sikkert købe en pc ved dem igen.
__label__5 ,super god service og ærlige.
__label__5 ,mega god service .. min søn skulle købe sin første gamer computer brugt. de hade ikke nogen hjemme i vores pris klasse. og da jeg så samtidig fatter hat og briller hvad angår computer så hjalp de med at finde en på den blå avis.. helt gratis.. fantastisk hjælp.. takker
__label__5 ,jeg kan klart anbefale gamecastle! service er helt i verdensklasse fra bestilling med personligt opkald til at rådgive om bedste hardware til det pc build jeg havde valgt. hurtig levering af varer derefter.
__label__5 ,super fin hurtig service kommer sikkert igen
__label__5 ,jeg har fået en rigtig god service. jeg vil til enhver tid købe flere ting. fordi man får en god service
__label__5 ,havde blot et hurtigt spørgsmål - fik svar via deres chat inden for 5 min.god service!
__label__5 ,5 stjerner herfra. fik en mega god og hurtig service. kan kun anbefales herfra.
__label__5 ,bedste service der findes!jeg var i aarhus og hente nye dele til min computer da jeg havde haft en del problemer med bluescreen.miguel har jeg tidligere lavet hjemmeside for og han spurgte derfor om ikke jeg ville kigge forbi ham på vejen hjem så kunne han lige opdatere min bios.det endte med at han skiftede alle mine deleopdaterede alt hardware softwarekølepasta og samlede mit nye kabinet og dermed fik det hele til at spille max!jeg har ikke haft en eneste fejl med maskineriet sidenog i mit felt af arbejde er det altså enormt vigtigt at min maskine kører altidda jeg lever af at bruge min computer.intet mindre end eminent service! kunne jeg give 10 stjerner havde jeg gjort det.gamecastle får min varmeste anbefaling og miguel tak for hjælpen
__label__5 ,super god servicesuper gode til at vejlede hvis der er noget der ikke lige passer i det kabinet man nu har valgt. kan ikke være mere tilfreds for det jeg har købt ^^ kan virkelig godt anbefales :)
__label__5 ,super service! jeg valgte at købe en bygselv stationær af gamecastle som var med til at anbefale de bedste dele at bruge til mit budget. kan anbefales.
__label__5 ,super hurtig service. skrev til dem på chatten og kunne hente min pc dagen efter. alt virker 100% kunne ikke være mere glad! kan varmt anbefales!!
